ASIN,ISBN,Title,AMS Spend,AMS Sales,AMS Units,Period
1452179611,9781452179612,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",5389.17,52561.3,3372,202301
1452180733,9781452180731,"100 Cookies: The Baking Book for Every Kitchen, with Classic Cookies, Novel Treats, Brownies, Bars, and More",2123.94,15957.88,903,202301
1616898062,9781616898069,The Architecture of Trees,191.9,1902.88,112,202301
1743793456,9781743793459,This is Home: The Art of Simple Living,1135.165,6443.16,319.5,202301
1784882887,9781784882884,Pasta Grannies: The Official Cookbook: The Secrets of Italy's Best Home Cooks,914.775,7712.44,292.5,202301
1452159254,9781452159256,Star Wars: Secrets of the Galaxy Deluxe Box Set (Star Wars x Chronicle Books),853.99,4795.14,215,202301
811870197,9780811870191,"One Line A Day: A Five-Year Memory Book (5 Year Journal, Daily Journal, Yearly Journal, Memory Journal)",1612.81,9451.51,259,202301
1452164606,9781452164601,Celestial One Line a Day,884.48,9033.92,592,202301
811868958,9780811868952,"Just Between Us: Mother & Daughter: A No-Stress, No-Rules Journal (Activity Journal for Teen Girls and Moms, Diary for Tween Girls)",699.85,8133.58,537,202301
1797210726,9781797210728,LEGO Rainbow Bricks 1000 Piece Jigsaw Puzzle,952.67,9991.37,266,202301
1452174792,9781452174792,"Canvas One Line a Day: A Five-Year Memory Book (Yearly Memory Journal and Diary, Natural Canvas Cover)",928.84,7855.74,684,202301
1797205099,9781797205090,"Dolly Parton, Songteller: My Life in Lyrics",768.89,4777.51,231,202301
B01AGIOSQ2,9791027601974,The Ultimate Book of Space,705.12,5013.91,210,202301
811864952,9780811864954,"Ivy and Bean's Treasure Box: (Beginning Chapter Books, Funny Books for Kids, Kids Book Series) (Ivy + Bean)",1084.3,8057.28,530,202301
1452174474,9781452174471,"Nordic Tales: Folktales from Norway, Sweden, Finland, Iceland, and Denmark (Nordic Folklore and Stories, Illustrated Nordic Book for Teens and Adults) (Tales of)",984.22,5478.6,460,202301
174379570X,9781743795705,Still: The Slow Home,671.99,2222.64,168,202301
1797208012,9781797208015,Men in Blazers Present Gods of Soccer: The Pantheon of the 100 Greatest Soccer Players (According to Us),345.3,3708.69,181,202301
2848019425,9782848019420,"The Ultimate Book of Vehicles: From Around the World (Ultimate Book, 1)",374.57,4295.59,191,202301
145217363X,9781452173634,"Cat Tarot: 78 Cards & Guidebook (Whimsical and Humorous Tarot Deck, Stocking Stuffer for Kitten Lovers)",477.09,4986.29,241,202301
1452174032,9781452174037,"The Field Guide to Dumb Birds of North America (Bird Books, Books for Bird Lovers, Humor Books)",1128.83,6474.94,425,202301
811843513,9780811843515,"The Ultimate Bar Book: The Comprehensive Guide to Over 1,000 Cocktails (Cocktail Book, Bartender Book, Mixology Book, Mixed Drinks Recipe Book)",394.4,3982.86,262,202301
2848019840,9782848019840,"The Ultimate Construction Site Book (Ultimate Book, 2)",397.5,4266.82,317,202301
1452101248,9781452101248,Plenty: Vibrant Vegetable Recipes from London's Ottolenghi,465.42,4365.16,245,202301
1452145768,9781452145761,"Floret Farm's Cut Flower Garden: Grow, Harvest, and Arrange Stunning Seasonal Blooms (Floret Farms x Chronicle Books)",432.58,3519.15,173,202301
179721134X,9781797211343,Horizontal Parenting: How to Entertain Your Kid While Lying Down,749.39,5696.22,279,202301
1452172897,9781452172897,Floret Farm’s A Year in Flowers: Designing Gorgeous Arrangements for Every Season (Floret Farms x Chronicle Books),524.09,4253.76,227,202301
1452178917,9781452178912,"Mythos: (Ancient Greek Mythology Book for Adults, Modern Telling of Classical Greek Myths Book) (Stephen Fry's Greek Myths, 1)",389.88,3709.29,301,202301
811826023,9780811826020,"Peek-a Who? (Lift the Flap Books, Interactive Books for Kids, Interactive Read Aloud Books)",1517.8,9646,364,202301
1452164614,9781452164618,Floral One Line a Day: A Five-Year Memory Book,1082.71,4830.29,411,202301
811877825,9780811877824,"Goodnight, Goodnight, Construction Site",1042.17,5288.26,316,202301
811870413,9780811870412,Tartine Bread,453.11,3495.5,220,202301
1452152160,9781452152165,"Mighty, Mighty Construction Site (Goodnight, Goodnight, Construc)",357.68,5080.04,145,202301
1452168660,9781452168661,Studio Ghibli: 100 Collectible Postcards: Final Frames from the Feature Films,508.82,3330.3,802,202301
1616893435,9781616893439,Finding Home: Shelter Dogs and Their Stories,576.59,4018.35,215,202301
1646140001,9781646140008,Everything Sad Is Untrue: (a true story),577.48,4001.07,677,202301
1452111731,9781452111735,"Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)",1873.77,10762.83,117,202301
1797212575,9781797212579,The Wild Unknown Alchemy Deck and Guidebook (Official Keepsake Box Set),150.72,1484.08,105,202301
1452164150,9781452164151,"Platters and Boards: Beautiful, Casual Spreads for Every Occasion",1296.05,3435.76,217,202301
145212809X,9781452128092,"Gjelina: Cooking from Venice, California",249.93,2116.8,168,202301
179720355X,9781797203553,Prism Oracle: Tap into Your Intuition with the Magic of Color,411.32,2350.62,82,202301
174379066X,9781743790663,Coco Chanel: The Illustrated World of a Fashion Icon,332.07,2566.19,157,202301
1616893990,9781616893996,"The Kaufmann Mercantile Guide: How to Split Wood, Shuck an Oyster, and Master Other Simple Pleasures",397.07,2678.06,156,202301
1787136612,9781787136618,"How to Make Anything Gluten-Free: Over 100 recipes for everything from home comforts to fakeaways, cakes to dessert, brunch to bread!",379.49,1402.04,67,202301
811877566,9780811877565,"Pantone: The Twentieth Century in Color: (Coffee Table Books, Design Books, Best Books About Color) (Pantone x Chronicle Books)",190.22,1086.69,111,202301
1616898208,9781616898205,Cultivated: The Elements of Floral Style,311.95,1736.37,126,202301
1452128308,9781452128306,Goodnight Darth Vader (Star Wars),406.89,3700.21,279,202301
1452152632,9781452152639,"Nurture: A Modern Guide to Pregnancy, Birth, Early Motherhood―and Trusting Yourself and Your Body",187.9,2246.94,146,202301
1797200100,9781797200101,"After the Rain: Gentle Reminders for Healing, Courage, and Self-Love",394.27,3024.88,87,202301
1787131718,9781787131712,Little Book of House Plants and Other Greenery,180.72,2795.52,128,202301
1797204726,9781797204727,"Construction Site: Road Crew, Coming Through! (Goodnight, Goodnight, Construc)",514.3,2801.75,175,202301
1787134199,9781787134195,"Chinese Takeout Cookbook: From Chop Suey to Sweet 'n' Sour, Over 70 Recipes to Re-create Your Favorites",231.07,2284.93,110,202301
174379553X,9781743795538,"The Whole Fish Cookbook: New Ways to Cook, Eat and Think",259.65,1415.35,84,202301
1452182698,9781452182698,The Flavor Equation: The Science of Great Cooking Explained in More Than 100 Essential Recipes,153.9,1639.02,118,202301
1452181756,9781452181752,Floret Farm's Discovering Dahlias: A Guide to Growing and Arranging Magnificent Blooms (Floret Farms x Chronicle Books),257.94,1808.73,77,202301
1452144389,9781452144382,The Egyptian Book of the Dead: The Book of Going Forth by DayThe Complete Papyrus of Ani Featuring Integrated Text and Full-Color Images,143.46,1111.2,81,202301
1784884448,9781784884444,The Life Eclectic: Highly Unique Interior Designs from Around the World,90.87,712.54,47,202301
1452171602,9781452171609,"Murder Most Puzzling: 20 Mysterious Cases to Solve (Murder Mystery Game, Adult Board Games, Mystery Games for Adults)",288.73,2098.5,151,202301
811870545,9780811870542,"A Little Books Boxed Set Featuring Little Pea Little Hoot Little Oink: (Baby Board Books, Nursery Rhymes, Children's Book Sets, Nursery Books)",234.91,2032.67,83,202301
1616898097,9781616898090,"Stamp Bugs (25 stamps, 2 ink colors)",223.08,1538.19,81,202301
2408012856,9782408012854,My Big Book of Sounds: More Than 100 Sounds,334.59,1677.9,105,202301
161689671X,9781616896713,Flower Box: 100 Postcards by 10 artists (100 botanical artworks by 10 artists in a keepsake box),143.1,1610.05,79,202301
1784881112,9781784881115,365 Days of Art: A Creative Exercise for Every Day of the Year,254.8,1959.02,98,202301
1797209922,9781797209920,"Masa: Techniques, Recipes, and Reflections on a Timeless Staple",55.42,946.12,62,202301
1452101280,9781452101286,"The Orchid Whisperer: Expert Secrets for Growing Beautiful Orchids (Orchid Potting, Orchid Seed Care, Gardening Book)",155.69,1287.15,79,202301
1452182825,9781452182827,The Rainbow Atlas: A Guide to the World's 500 Most Colorful Places,260.97,1295.19,81,202301
811836037,9780811836036,"A Camping Spree with Mr. Magee: (Read Aloud Books, Series Books for Kids, Books for Early Readers) (Mr. Magee, MCGE)",392.3,2179.56,165,202301
1797202642,9781797202648,Everyone Poops (Taro Gomi),421.05,1702.29,88,202301
B01N1YE568,9791027603039,The Ultimate Book of Airplanes and Airports,118.65,1033.53,47,202301
B077Z81R1P,9791027604272,Ultimate Spotlight: Firefighters,189.67,1623.42,58,202301
145215175X,9781452151755,"Celtic Tales: Fairy Tales and Stories of Enchantment from Ireland, Scotland, Brittany, and Wales",234.07,1469.02,98,202301
1452176388,9781452176383,"Mystic Mondays Tarot: A Deck for the Modern Mystic (Tarot Cards and Guidebook Set, Card Game Gifts, Arcana Tarot Card Set)",98.8,1049.5,50,202301
1787138208,9781787138209,The Flower School: The Principles and Pleasures of Good Flowers,128.07,640.44,55,202301
1648960235,9781648960239,Immortal Axes: Guitars That Rock,148.18,585.28,32,202301
1452174466,9781452174464,Tales of Japan: Traditional Stories of Monsters and Magic,370.99,1311.4,36,202301
1797203851,9781797203850,SPIKE,217.4,1252.4,158,202301
1452178593,9781452178592,Press Here,448.21,2747.88,155,202301
1452178739,9781452178738,Tartine: A Classic Revisited68 All-New Recipes + 55 Updated Favorites,119.69,798.85,65,202301
1568989695,9781568989693,"Thinking with Type, 2nd revised and expanded edition: A Critical Guide for Designers, Writers, Editors, & Students",310,1652.32,92,202301
1452139970,9781452139975,"Love Is: (Illustrated Story Book about Caring for Others, Book About Love for Parents and Children, Rhyming Picture Book)",149.58,1362.72,39,202301
1452145423,9781452145426,"Over and Under the Pond: (Environment and Ecology Books for Kids, Nature Books, Children's Oceanography Books, Animal Books for Kids)",149.86,1483.92,66,202301
1452150133,9781452150130,They All Saw a Cat (Brendan Wenzel),207.61,1777.05,45,202301
B08RC8VVDF,9791027610006,The Ultimate Book of Animals,83.42,857.22,78,202301
1452126992,9781452126999,"I Wish You More (Encouragement Gifts for Kids, Uplifting Books for Graduation)",303.2,2337.72,69,202301
1743792476,9781743792476,Paris: Through a Fashion Eye,112.17,779.22,78,202301
1797201867,9781797201863,"Heroes: The Greek Myths Reimagined (Stephen Fry's Greek Myths, 2)",69.24,966.63,46,202301
1452173311,9781452173313,American Sfoglino: A Master Class in Handmade Pasta,99.28,809.5,50,202301
161689332X,9781616893323,Graphic Design: The New Basics,222.43,747.6,40,202301
1452174806,9781452174808,Rainbow One Line a Day: A Five-Year Memory Book,65.13,983.52,48,202301
1452110735,9781452110738,"What Brothers Do Best: (Big Brother Books for Kids, Brotherhood Books for Kids, Sibling Books for Kids) (What Brothers/Sisters Do Best)",178.69,1706.78,122,202301
1452142904,9781452142906,"Every Little Thing: Based on the song 'Three Little Birds' by Bob Marley (Preschool Music Books, Children Song Books, Reggae for Kids)",300.61,2247.62,206,202301
1787132110,9781787132115,What a Time to Be Alone: The Slumflower's Guide to Why You Are Already Enough,217.09,1036.42,154,202301
811876659,9780811876650,"Ivy and Bean Boxed Set 2: (Children's Book Collection, Boxed Set of Books for Kids, Box Set of Children's Books) (Books 4-6)",165.05,1175.52,48,202301
B078X9MFG5,9791027605620,The Ultimate Book of Planet Earth,98.73,857.34,66,202301
1452150184,9781452150185,"This Is How We Do It: One Day in the Lives of Seven Kids from around the World (Easy Reader Books, Children Around the World Books, Preschool Prep Books)",96.86,996.93,58,202301
811876446,9780811876445,"642 Things to Draw: Inspirational Sketchbook to Entertain and Provoke the Imagination (Drawing Books, Art Journals, Doodle Books, Gifts for Artist)",131.96,916.93,107,202301
1784882461,9781784882464,Pocket Maya Angelou Wisdom: Inspirational Quotes and Wise Words from a Legendary Icon,102.06,1136.37,101,202301
1797205579,9781797205571,Southern Grit: 100+ Down-Home Recipes for the Modern Cook,224.39,646.36,44,202301
1648960723,9781648960727,Carpenters: The Musical Legacy,224.89,787.48,56,202301
1797207601,9781797207605,Mix It Up!: Board Book Edition (Herve Tullet),173.8,1516.62,138,202301
1784881953,9781784881955,365 Days of Drawing: Sketch and Paint Your Way Through the Creative Year,106.86,583.27,74,202301
1452172188,9781452172187,"The Worst-Case Scenario Survival Handbook: Expert Advice for Extreme Situations (Survival Handbook, Wilderness Survival Guide, Funny Books): Expert Advice for Extreme Situations",134.99,695.13,88,202301
1452182361,9781452182360,"Just Between Us: Mother & Son: A No-Stress, No-Rules Journal (Mom and Son Journal, Kid Journal for Boys, Parent Child Bonding Activity)",118.08,882.08,148,202301
1616899085,9781616899080,Chickenology: The Ultimate Encyclopedia (The Farm Animal Series),178.12,577.15,35,202301
1787132188,9781787132184,Root Nurture Grow: The Essential Guide to Propagating and Sharing Houseplants,37.09,359.76,24,202301
1616897066,9781616897062,W. E. B. Du Bois's Data Portraits: Visualizing Black America,114.68,472.57,43,202301
1452138559,9781452138558,"One Love (Music Books for Children, African American Baby Books, Bob Marley Book for Kids) (Bob Marley by Chronicle Books)",145.67,1087.15,85,202301
1646140893,9781646140893,The Last Cuentista,94.84,554.63,37,202301
1616898410,9781616898410,"The Wild Dyer: A Maker's Guide to Natural Dyes with Projects to Create and Stitch (learn how to forage for plants, prepare textiles for dyeing, and ... from coasters to a patchwork blanket)",42.26,629.65,35,202301
1787134989,9781787134980,"Plants-Only Kitchen: Over 70 Delicious, Super-Simple, Powerful and Protein-Packed Recipes for Busy People",231.72,474.05,19,202301
1452153930,9781452153933,Bad Girls Throughout History: 100 Remarkable Women Who Changed the World (Ann Shen Legendary Ladies Collection),26.91,458.66,34,202301
1743797567,9781743797563,52 Weeks of Socks: Beautiful patterns for year-round knitting,36.91,522.39,33,202301
1787130355,9781787130357,Crystals: The Modern Guide to Crystal Healing,68.21,620.77,23,202301
1452180067,9781452180069,"Star Spinner Tarot: (Inclusive, Diverse, LGBTQ Deck of Tarot Cards, Modern Version of Classic Tarot Mysticism)",81.63,323.73,27,202301
B07SVKRG3R,9791036313585,"Ultimate Spotlight: Trains (Ultimate Spotlight, 5)",77.12,680.04,36,202301
B08CG7LM5B,9791036325199,The Pop-Up Guide: Space,29.13,430.65,22,202301
1452117322,9781452117324,"Ivy & Bean Boxed Set: Books 7-9 (Books about Friendship, Gifts for Young Girls) (Ivy & Bean Bundle Set)",101.17,517.94,30,202301
1743796633,9781743796634,Take One Fish: The New School of Scale-to-Tail Cooking and Eating,16.79,344.37,13,202301
1616897341,9781616897345,"The Night Sky: Fifty Postcards (50 designs; archival images, NASA ephemera, photographs, and more in a gold foil stamped keepsake box;)",34.65,482.65,35,202301
081186944X,9780811869447,Flour: Spectacular Recipes from Boston's Flour Bakery + Cafe,21.6,313.44,16,202301
811868656,9780811868655,"Duck! Rabbit!: (Bunny Books, Read Aloud Family Books, Books for Young Children)",36.25,477.92,37,202301
1616893184,9781616893187,"The Ghost Army of World War II: How One Top-Secret Unit Deceived the Enemy with Inflatable Tanks, Sound Effects, and Other Audacious Fakery",24.04,294.9,10,202301
145213295X,9781452132952,Letters to My Baby: Write Now. Read Later. Treasure Forever.,72.15,458.7,30,202301
1784882798,9781784882792,365 Days of Creativity: Inspire Your Imagination with Art Every Day,59.11,362.7,31,202301
1797200852,9781797200859,The Art of Turning Red,28.51,199.5,10,202301
1784882844,9781784882846,Vegan JapanEasy: Over 80 Delicious Plant-Based Japanese Recipes,74.08,259.9,10,202301
1760502596,9781760502591,Claris: The Chicest Mouse in Paris,117.97,421.98,34,202301
1616897163,9781616897161,Colorful World of Dinosaurs (watercolor illutrations and fun facts about 46 dinosaurs),42.74,369.17,17,202301
1452184577,9781452184579,"Pride and Prejudice: The Complete Novel, with Nineteen Letters from the Characters' Correspondence, Written and Folded by Hand (Classic Novels x Chronicle Books)",73.49,174.35,11,202301
B09C5XY3FJ,9791036338793,The Ultimate Book of Water,47.9,277.82,19,202301
1787136302,9781787136304,Ahead of the Curve: Learn to Fit and Sew Amazing Clothes for Your Curves,23.85,151.23,11,202301
1787137899,9781787137899,Celebrate with Kim-Joy: Cute Cakes and Bakes to Make Every Occasion Joyful,42.38,314.9,10,202301
1797200844,9781797200842,The Art of Lightyear,27.25,202.42,10,202301
1760504939,9781760504939,Claris: Bonjour Riviera,21.09,270.99,11,202301
2408024617,9782408024611,Pull and Play: Pacifier (Pull and Play Books),46.85,408.31,19,202301
1784882771,9781784882778,Bitter Honey: Recipes and Stories from Sardinia,32.67,152.91,9,202301
B00T3CV2VW,9791027600793,The Ultimate Book of Cities,2.6,150,5,202301
1849494207,9781849494205,The Little Book of Mindfulness: Focus. Slow Down. De-stress.,33.09,336.11,29,202301
1452170339,9781452170336,Tiny T. Rex and the Impossible Hug,87.5,354.87,11,202301
1760502871,9781760502874,Claris: Fashion Show Fiasco: The Chicest Mouse in Paris (The Claris Collection),17.33,269.85,15,202301
1648961711,9781648961717,Mamacita: Recipes Celebrating Life as a Mexican Immigrant in America,34.67,153.36,27,202301
1648961444,9781648961441,"The Grief Deck: Rituals, Meditations, and Tools for Moving through Loss",23.11,167.98,5,202301
1646140923,9781646140923,A Snake Falls to Earth,15.4,203.07,13,202301
1452169500,9781452169507,History as They Saw It: Iconic Moments from the Past in Color,7.59,68.45,5,202301
811849090,9780811849098,Ivy & Bean (Book 1),53.51,385.11,33,202301
1646140052,9781646140053,Elatsoe,20.82,135.6,8,202301
1646140133,9781646140138,Apple: (Skin to the Core),24.74,203.72,22,202301
1452152004,9781452152004,Le Petit Baby Book,6.7,69.56,4,202301
179720713X,9781797207131,"Grist: A Practical Guide to Cooking Grains, Beans, Seeds, and Legumes",11.47,80.91,9,202301
1452180725,9781452180724,Mom's Floral One Line a Day: A Five-Year Memory Book,16.97,125.94,6,202301
2408024676,9782408024673,Do You Know?: Dinosaurs and the Prehistoric World,32.42,217,10,202301
1616899948,9781616899943,The You Kind of Kind,31.77,143.94,6,202301
2408029155,9782408029159,Do You Know?: Vehicles and Transportation,44.41,209.79,22,202301
1784881805,9781784881801,Pocket Frida Kahlo Wisdom: Inspirational Quotes and Wise Words from a Legendary Icon,31.06,260.12,28,202301
1797211676,9781797211671,"Becoming the One: Heal Your Past, Transform Your Relationship Patterns, and Come Home to Yourself",15.16,104.65,7,202301
1646140451,9781646140459,Everything You Wanted to Know About Indians But Were Afraid to Ask: Young Readers Edition,25.36,135.24,12,202301
1452150176,9781452150178,"Just Between Us: Sisters ― A No-Stress, No-Rules Journal (Big Sister Books, Books for Daughters, Gifts for Daughters)",241.28,124.11,9,202301
2408019680,9782408019686,"My Big Touch-and-Feel Concepts Book (Touch-and-Feel Books, 2)",33.05,134.91,9,202301
1452153817,9781452153810,Letters to My Son: Write Now. Read Later. Treasure Forever.,24.21,111.65,7,202301
1784884804,9781784884802,Kin Thai: Modern Thai Recipes to Cook at Home,21.61,58.96,4,202301
145217640X,9781452176406,What Is Love?,22.4,130.68,12,202301
145211384X,9781452113845,"The Bar Book: Elements of Cocktail Technique (Cocktail Book with Cocktail Recipes, Mixology Book for Bartending): Elements of Cocktail Technique",21.86,57.91,5,202301
1849499403,9781849499408,Macrame: The Craft of Creative Knotting for Your Home,0,0,0,202301
1452155828,9781452155821,"Three Cheers for Kid McGear!: (Family Read Aloud Books, Construction Books for Kids, Children's New Experiences Books, Stories in Verse) (Goodnight, Goodnight, Construc)",10.19,111.51,9,202301
1452145032,9781452145037,"TouchThinkLearn: ABC (Baby Board Books, Baby Touch and Feel Books, Sensory Books for Toddlers)",2.41,40.17,3,202301
081182778X,9780811827782,"Enemy Pie : (Reading Rainbow Book, Children’s Book about Kindness, Kids Books about Learning)",22.92,65.8,7,202301
1743796900,9781743796900,Slow Pleasure: Explore Your Pleasure Spectrum,6.05,37.52,2,202301
145213779X,9781452137797,If You Come to Earth,8.31,56.98,2,202301
179721019X,9781797210193,LEGO Minifigure Faces 1000-Piece Jigsaw Puzzle,11.38,61.45,5,202301
174379732X,9781743797327,Finding Fire: Cooking at its most elemental,10.75,17.97,3,202301
1797213008,9781797213002,Cork One Line a Day: A Five-Year Memory Book,17.38,36.96,3,202301
1452153167,9781452153162,"Excavator’s 123: Goodnight, Goodnight, Construction Site (Counting Books for Kids, Learning to Count Books, Goodnight Book)",10.24,129.87,13,202301
164614127X,9781646141272,A Is for Bee: An Alphabet Book in Translation,21.21,61.47,3,202301
1743797966,9781743797969,"Cassoulet Confessions: Food, France, Family and the Stew That Saved My Soul",5.98,22.99,1,202301
B083WCYB37,9791027608782,Ultimate Spotlight: Polar Animals,12.26,35.9,2,202301
1648961096,9781648961090,The Amazing Baby Name Book: A (Possibly) Helpful and Slightly Amusing Guide from A-Z,16.07,23.2,2,202301
811879542,9780811879545,Press Here (Herve Tullet),14.64,55.92,8,202301
1760504955,9781760504953,Claris: Holiday Heist: The Chicest Mouse in Paris,3.37,22.49,1,202301
1452182272,9781452182278,LEGO Minifigure Puzzle,2.34,23.39,1,202301
145217380X,9781452173801,Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo (HBO),4.83,18.79,1,202301
1452179700,9781452179704,Lego Paint Party 1000 Piece Puzzle,10.75,29.85,3,202301
1452136467,9781452136462,Over and Under the Snow,6.74,59.97,3,202301
1452137579,9781452137575,"642 Tiny Things to Draw: (Drawing for Kids, Drawing Books, How to Draw Books) (642 Things)",6.62,40.98,2,202301
1787137473,9781787137479,Outside: Cooking Outdoors - Recipes for the Wild,1.54,14.49,1,202301
1452168369,9781452168364,Mindfulness Cards: Simple Practices for Everyday Life,16.76,31.96,4,202301
1784883255,9781784883256,365 Days of Art in Nature: Find Inspiration Every Day in the Natural World,9.29,15.99,1,202301
1743797109,9781743797105,The Miller's Daughter: Unusual Flours & Heritage Grains: Stories and Recipes from Hayden Flour Mills,4.77,17.04,3,202301
B08RYCLS34,9791027609987,Magnetology: Animals,3.47,7.99,1,202301
1452128715,9781452128719,Ivy and Bean Take the Case (Book 10) (Ivy & Bean),18.07,47.65,5,202301
081186250X,9780811862509,"Break the Fossil Record (Ivy + Bean, Book 3)",4.72,35.98,2,202301
1797216260,9781797216263,How We Heal: Uncover Your Power and Set Yourself Free,11.1,11.98,2,202301
1648960359,9781648960352,Fearless: Harriet Quimby A Life without Limit,3.88,17.29,1,202301
811849112,9780811849111,"Ivy and Bean and the Ghost that Had to Go (Ivy & Bean, Book 2)",8.39,56.85,3,202301
1452182574,9781452182575,"Construction Site Mission: Demolition! (Goodnight, Goodnight, Construc)",16.23,17.47,1,202301
1452110581,9781452110585,"I Could Pee on This: And Other Poems by Cats (Gifts for Cat Lovers, Funny Cat Books for Cat Lovers)",21.06,32.28,2,202301
1787131246,9781787131248,Vegan 100: Over 100 Incredible Recipes from Avant-Garde Vegan,11.47,15.52,2,202301
811865843,9780811865845,"Take Care of the Babysitter (Ivy & Bean, Book 4)",2.65,33.46,2,202301
1452156484,9781452156484,House Arrest,3.19,17.97,3,202301
811868575,9780811868570,"Bound to Be Bad (Ivy and Bean, Book 5)",3.26,0,0,202301
811874907,9780811874908,Mom's One Line a Day: A Five-Year Memory Book,12.98,0,0,202301
1452107815,9781452107813,"Ivy and Bean No News Is Good News (Book 8): (Best Friends Books for Kids, Elementary School Books, Early Chapter Books) (Ivy & Bean)",1.77,0,0,202301
1452111480,9781452111483,"Meet Ivy and Bean, Two friends who never meant to like each other",1.56,0,0,202301
1452137293,9781452137292,Ivy + Bean + Me: A Fill-in-the-Blank Book,1.9,0,0,202301
1452137358,9781452137353,Mix It Up! (Herve Tullet),9.39,0,0,202301
1452164622,9781452164625,Modern One Line a Day: A Five-Year Memory Book,11.32,0,0,202301
1452164916,9781452164915,"After Dinner Amusements: Truth or Dare for Couples: 50 Questions and Challenges (Sexy Date Night Card Game for Couples, Naughty Adult Game for Couples)",1.15,0,0,202301
1452167478,9781452167473,"After Dinner Amusements: Which Would You Choose?: 50 Amusing Dilemmas (Dinner Party Conversation Card Game for Adults and Family, Gift for Host or Hostess)",0,0,0,202301
1452174229,9781452174228,Newlywed's One Line a Day: A Three-Year Memory Book,3.2,0,0,202301
1648960251,9781648960253,Please Wait to Be Tasted: The Lil' Deb's Oasis Cookbook,0.37,0,0,202301
1648961134,9781648961137,"Eating Together, Being Together: Recipes, Activities, and Advice from a Chef Dad and Psychologist Mom",0.91,0,0,202301
1760507849,9781760507848,How to Be a Real Man,0.5,0,0,202301
1784884405,9781784884406,On the Himalayan Trail: Recipes and Stories from Kashmir to Ladakh,3.79,0,0,202301
1787135829,9781787135826,Christmas with Kim-Joy: A Festive Collection of Edible Cuteness,6.46,0,0,202301
1787138011,9781787138018,A Good Day to Bake: Simple Baking Recipes for Every Mood,6.34,0,0,202301
1797203983,9781797203980,Intuitive Eating for Every Day: 365 Daily Practices & Inspirations to Rediscover the Pleasures of Eating,5.4,0,0,202301
1797205102,9781797205106,"Ivy and Bean Get to Work! (Book 12) (Ivy & Bean, 12)",0.75,0,0,202301
1797216228,9781797216225,"Stay Curious and Keep Exploring: 50 Amazing, Bubbly, and Creative Science Experiments to Do with the Whole Family",0.26,0,0,202301
2408024668,9782408024666,Do You Know?: Oceans and Marine Life,0.15,0,0,202301
2408029163,9782408029166,Do You Know?: Space and Sky,0.08,0,0,202301
145214575X,9781452145754,Letters to My Grandchild: Write Now. Read Later. Treasure Forever.,0,0,0,202301
B09C5ZKXLH,9791036338809,Alice Ate an Apple: The World of Letters,0.2,0,0,202301
1452179611,9781452179612,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",3364.53,29006.34,1863,202302
811826023,9780811826020,"Peek-a Who? (Lift the Flap Books, Interactive Books for Kids, Interactive Read Aloud Books)",581.88,3983.34,677,202302
1452180733,9781452180731,"100 Cookies: The Baking Book for Every Kitchen, with Classic Cookies, Novel Treats, Brownies, Bars, and More",1325.22,10215.19,574,202302
1452111731,9781452111735,"Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)",388.58,2151.72,517,202302
811864952,9780811864954,"Ivy and Bean's Treasure Box: (Beginning Chapter Books, Funny Books for Kids, Kids Book Series) (Ivy + Bean)",921.63,5561.97,467,202302
1797210726,9781797210728,LEGO Rainbow Bricks 1000 Piece Jigsaw Puzzle,703.35,5467.32,459,202302
811868958,9780811868952,"Just Between Us: Mother & Daughter: A No-Stress, No-Rules Journal (Activity Journal for Teen Girls and Moms, Diary for Tween Girls)",817.48,6790.7,446,202302
1452182272,9781452182278,LEGO Minifigure Puzzle,546.42,5275.1,341,202302
811870413,9780811870412,Tartine Bread,963.05,6823.17,334,202302
811877825,9780811877824,"Goodnight, Goodnight, Construction Site",396.54,3683.94,308,202302
1452152160,9781452152165,"Mighty, Mighty Construction Site (Goodnight, Goodnight, Construc)",321.47,3628.48,272,202302
1452145768,9781452145761,"Floret Farm's Cut Flower Garden: Grow, Harvest, and Arrange Stunning Seasonal Blooms (Floret Farms x Chronicle Books)",445.44,5916.34,263,202302
145217363X,9781452173634,"Cat Tarot: 78 Cards & Guidebook (Whimsical and Humorous Tarot Deck, Stocking Stuffer for Kitten Lovers)",630.82,4288.5,239,202302
1452172897,9781452172897,Floret Farm’s A Year in Flowers: Designing Gorgeous Arrangements for Every Season (Floret Farms x Chronicle Books),729.37,4310.73,230,202302
1784882887,9781784882884,Pasta Grannies: The Official Cookbook: The Secrets of Italy's Best Home Cooks,835.85,5878.48,226,202302
1452167478,9781452167473,"After Dinner Amusements: Which Would You Choose?: 50 Amusing Dilemmas (Dinner Party Conversation Card Game for Adults and Family, Gift for Host or Hostess)",200.93,1957.42,219,202302
