ASIN,ISBN,Title,AMS Spend,AMS Sales,AMS Units,Period
1452178739,9781452178738,Tartine: A Classic Revisited68 All-New Recipes + 55 Updated Favorites,150.85,977.6,40,202304
1452178917,9781452178912,"Mythos: (Ancient Greek Mythology Book for Adults, Modern Telling of Classical Greek Myths Book) (Stephen Fry's Greek Myths, 1)",234.05,1513.89,81,202304
1452179611,9781452179612,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",1819.27,12574.1,807,202304
1452180067,9781452180069,"Star Spinner Tarot: (Inclusive, Diverse, LGBTQ Deck of Tarot Cards, Modern Version of Classic Tarot Mysticism)",338.17,583.96,26,202304
1452180733,9781452180731,"100 Cookies: The Baking Book for Every Kitchen, with Classic Cookies, Novel Treats, Brownies, Bars, and More",1023.46,7549.58,422,202304
1452182272,9781452182278,LEGO Minifigure Puzzle,744.29,4525.35,299,202304
1452182361,9781452182360,"Just Between Us: Mother & Son: A No-Stress, No-Rules Journal (Mom and Son Journal, Kid Journal for Boys, Parent Child Bonding Activity)",93.32,379.52,32,202304
1452182574,9781452182575,"Construction Site Mission: Demolition! (Goodnight, Goodnight, Construc)",190.13,1567.02,98,202304
1452182825,9781452182827,The Rainbow Atlas: A Guide to the World's 500 Most Colorful Places,50.88,265.86,14,202304
1568989695,1781568989693,"Thinking with Type, 2nd revised and expanded edition: A Critical Guide for Designers, Writers, Editors, & Students",99.33,630.99,41,202304
1616893184,1781616893187,"The Ghost Army of World War II: How One Top-Secret Unit Deceived the Enemy with Inflatable Tanks, Sound Effects, and Other Audacious Fakery",10.46,134.94,6,202304
1616893435,1781616893439,Finding Home: Shelter Dogs and Their Stories,298.72,1763.79,112,202304
1616893990,1781616893996,"The Kaufmann Mercantile Guide: How to Split Wood, Shuck an Oyster, and Master Other Simple Pleasures",381.05,2286.57,143,202304
1616897066,1781616897062,W. E. B. Du Bois's Data Portraits: Visualizing Black America,73.35,274.35,15,202304
1616898062,1781616898069,The Architecture of Trees,1884.4,11038.8,120,202304
1616898097,1781616898090,"Stamp Bugs (25 stamps, 2 ink colors)",579.25,3214.55,166,202304
1616898208,1781616898205,Cultivated: The Elements of Floral Style,354.19,2014.49,82,202304
1616898410,1781616898410,"The Wild Dyer: A Maker's Guide to Natural Dyes with Projects to Create and Stitch (learn how to forage for plants, prepare textiles for dyeing, and ... from coasters to a patchwork blanket)",123.52,569.62,38,202304
1616899085,1781616899080,Chickenology: The Ultimate Encyclopedia (The Farm Animal Series),182.59,1598.44,89,202304
1616899948,1781616899943,The You Kind of Kind,4.31,0,0,202304
1648960235,1781648960239,Immortal Axes: Guitars That Rock,70.49,472.42,15,202304
1648960723,1781648960727,Carpenters: The Musical Legacy,67.5,401.95,30,202304
1743792476,9781743792476,Paris: Through a Fashion Eye,149.36,923.58,42,202304
1743793456,9781743793459,This is Home: The Art of Simple Living,691.53,5774.48,152,202304
1743796633,9781743796634,Take One Fish: The New School of Scale-to-Tail Cooking and Eating,30,472.29,21,202304
1784881112,9781784881115,365 Days of Art: A Creative Exercise for Every Day of the Year,280.23,1930.71,139,202304
1784881953,9781784881955,365 Days of Drawing: Sketch and Paint Your Way Through the Creative Year,119.52,683.73,42,202304
1784882771,9781784882778,Bitter Honey: Recipes and Stories from Sardinia,78.32,285.89,11,202304
1784882887,9781784882884,Pasta Grannies: The Official Cookbook: The Secrets of Italy's Best Home Cooks,620.66,3507.17,131,202304
1787130355,9781787130357,Crystals: The Modern Guide to Crystal Healing,17.36,86.24,7,202304
1787131718,9781787131712,Little Book of House Plants and Other Greenery,362.75,1887.18,142,202304
1787134199,9781787134195,"Chinese Takeout Cookbook: From Chop Suey to Sweet 'n' Sour, Over 70 Recipes to Re-create Your Favorites",103.31,470.02,21,202304
1787136302,9781787136304,Ahead of the Curve: Learn to Fit and Sew Amazing Clothes for Your Curves,69.75,383.37,13,202304
1787136612,9781787136618,"How to Make Anything Gluten-Free: Over 100 recipes for everything from home comforts to fakeaways, cakes to dessert, brunch to bread!",253.31,1149.97,43,202304
1797200100,9781797200101,"After the Rain: Gentle Reminders for Healing, Courage, and Self-Love",165.02,489.51,37,202304
1797201867,9781797201863,"Heroes: The Greek Myths Reimagined (Stephen Fry's Greek Myths, 2)",129.99,1002.82,59,202304
1797202642,9781797202648,Everyone Poops (Taro Gomi),61.42,899.4,60,202304
1797203983,9781797203980,Intuitive Eating for Every Day: 365 Daily Practices & Inspirations to Rediscover the Pleasures of Eating,27.61,58.45,5,202304
1797204726,9781797204727,"Construction Site: Road Crew, Coming Through! (Goodnight, Goodnight, Construc)",277.65,1978.2,157,202304
1797205099,9781797205090,"Dolly Parton, Songteller: My Life in Lyrics",433.58,4609.26,176,202304
1797207601,9781797207605,Mix It Up!: Board Book Edition (Herve Tullet),253.61,822.97,103,202304
1797208012,9781797208015,Men in Blazers Present Gods of Soccer: The Pantheon of the 100 Greatest Soccer Players (According to Us),441.83,2475.31,116,202304
1797209922,9781797209920,"Masa: Techniques, Recipes, and Reflections on a Timeless Staple",83.15,597.68,23,202304
1797210726,9781797210728,Chronicle Books Lego Rainbow Bricks 1000 Piece Jigsaw Puzzle,532.83,3254.06,300,202304
1797211676,9781797211671,"Becoming the One: Heal Your Past, Transform Your Relationship Patterns, and Come Home to Yourself",4.59,83.96,4,202304
1797212575,9781797212579,The Wild Unknown Alchemy Deck and Guidebook (Official Keepsake Box Set),415.42,1325.53,41,202304
1797216228,9781797216225,"Stay Curious and Keep Exploring: 50 Amazing, Bubbly, and Creative Science Experiments to Do with the Whole Family",9.76,17.93,1,202304
1797216260,9781797216263,How We Heal: Uncover Your Power and Set Yourself Free,20.25,157.05,9,202304
1797221302,9781797221304,Manifest: 7 Steps to Living Your Best Life,145.12,1124.25,75,202304
2408012856,9782408012854,My Big Book of Sounds: More Than 100 Sounds,186.8,1078.62,60,202304
2848019425,9782848019420,"The Ultimate Book of Vehicles: From Around the World (Ultimate Book, 1)",416.75,2834.53,138,202304
2848019840,9782848019840,"The Ultimate Construction Site Book (Ultimate Book, 2)",627.46,4758.7,230,202304
081182778X,9780811827782,"Enemy Pie : (Reading Rainbow Book, Children’s Book about Kindness, Kids Books about Learning)",4.1,24.58,2,202304
145211384X,9781452113845,"The Bar Book: Elements of Cocktail Technique (Cocktail Book with Cocktail Recipes, Mixology Book for Bartending): Elements of Cocktail Technique",2.57,52.17,3,202304
145212809X,9781452128092,"Gjelina: Cooking from Venice, California",97.77,348.32,16,202304
145213295X,9781452132952,Letters to My Baby: Write Now. Read Later. Treasure Forever.,44.63,315.9,27,202304
145213779X,9781452137797,If You Come to Earth,31.53,190.87,13,202304
161689332X,9781616893323,Graphic Design: The New Basics,56.68,544.68,18,202304
161689671X,9781616896713,Flower Box: 100 Postcards by 10 artists,74.3,342.01,16,202304
174379553X,9781743795538,"The Whole Fish Cookbook: New Ways to Cook, Eat and Think",175.72,1200.01,50,202304
174379570X,9781743795705,Still: The Slow Home,509.87,4116.84,117,202304
179721134X,9781797211343,Horizontal Parenting: How to Entertain Your Kid While Lying Down,191.97,942.98,73,202304
B00T3CV2VW,9791027600793,The Ultimate Book of Cities,49.31,534.92,33,202304
B01AGIOSQ2,9791027601974,The Ultimate Book of Space,921.65,5231.51,350,202304
B01N1YE568,9791027603039,The Ultimate Book of Airplanes and Airports,248.77,1859.02,90,202304
B077Z81R1P,9791027604272,Ultimate Spotlight: Firefighters,169.29,1247.04,96,202304
B078X9MFG5,9791027605620,The Ultimate Book of Planet Earth,133.64,1169.22,78,202304
B07SVKRG3R,9791036313585,"Ultimate Spotlight: Trains (Ultimate Spotlight, 5)",137.56,1307.81,120,202304
B08CG7LM5B,9791036325199,The Pop-Up Guide: Space,48.2,327.58,22,202304
B08RC8VVDF,9791027610006,The Ultimate Book of Animals,41.68,528.17,26,202304
B09C5XY3FJ,9791036338793,The Ultimate Book of Water (TW Ultimate),28.39,430.98,22,202304
811864952,9780811864954,"Ivy and Bean's Treasure Box: (Beginning Chapter Books, Funny Books for Kids, Kids Book Series) (Ivy + Bean)",2809,11732,985,202305
1616898062,9781616898069,The Architecture of Trees,2127,13247,144,202305
1452179611,9781452179612,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",1665,14308,922,202305
811868958,9780811868952,"Just Between Us: Mother & Daughter: A No-Stress, No-Rules Journal (Activity Journal for Teen Girls and Moms, Diary for Tween Girls)",1450,7631,509,202305
1452180733,9781452180731,"100 Cookies: The Baking Book for Every Kitchen, with Classic Cookies, Novel Treats, Brownies, Bars, and More",1100,8516,479,202305
B01AGIOSQ2,9791027601974,The Ultimate Book of Space,116,105,7,202305
1452172897,9781452172897,Floret Farm’s A Year in Flowers: Designing Gorgeous Arrangements for Every Season (Floret Farms x Chronicle Books),837,5545,293,202305
811877825,9780811877824,"Goodnight, Goodnight, Construction Site",850,7558,663,202305
811826023,9780811826020,"Peek-a Who? (Lift the Flap Books, Interactive Books for Kids, Interactive Read Aloud Books)",1536,7400,1253,202305
1452182272,9781452182278,LEGO Minifigure Puzzle,429,2527,168,202305
1743793456,9781743793459,This is Home: The Art of Simple Living,1175,10800,294,202305
2848019840,9782848019840,"The Ultimate Construction Site Book (Ultimate Book, 2)",797,4683,231,202305
1784882887,9781784882884,Pasta Grannies: The Official Cookbook: The Secrets of Italy's Best Home Cooks,556,2942,109,202305
1452111731,9781452111735,"Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)",875,4580,1094,202305
1616898097,9781616898090,"Stamp Bugs (25 stamps, 2 ink colors)",442,2149,92,202305
1452174792,9781452174792,"Canvas One Line a Day: A Five-Year Memory Book (Yearly Memory Journal and Diary, Natural Canvas Cover)",1320,6638,439,202305
1452174032,9781452174037,"The Field Guide to Dumb Birds of North America (Bird Books, Books for Bird Lovers, Humor Books)",1224,5879,509,202305
1452126992,9781452126999,I Wish You More,2238,19332,2472,202305
1797210726,9781797210728,Chronicle Books Lego Rainbow Bricks 1000 Piece Jigsaw Puzzle,529,2671,183,202305
1452174474,9781452174471,"Nordic Tales: Folktales from Norway, Sweden, Finland, Iceland, and Denmark (Nordic Folklore and Stories, Illustrated Nordic Book for Teens and Adults) (Tales of)",793,3760,225,202305
174379570X,9781743795705,Still: The Slow Home,643,5004,144,202305
1452152632,9781452152639,"Nurture: A Modern Guide to Pregnancy, Birth, Early Motherhood―and Trusting Yourself and Your Body",381,2448,159,202305
1452152160,9781452152165,"Mighty, Mighty Construction Site (Goodnight, Goodnight, Construc)",427,3488,262,202305
811870413,9780811870412,Tartine Bread,648,3689,164,202305
1452128308,9781452128306,Goodnight Darth Vader (Star Wars),856,4136,385,202305
1452145768,9781452145761,"Floret Farm's Cut Flower Garden: Grow, Harvest, and Arrange Stunning Seasonal Blooms (Floret Farms x Chronicle Books)",398,4192,188,202305
1797208012,9781797208015,Men in Blazers Present Gods of Soccer: The Pantheon of the 100 Greatest Soccer Players (According to Us),460,2340,118,202305
1797205099,9781797205090,"Dolly Parton, Songteller: My Life in Lyrics",603,6383,242,202305
2848019425,9782848019420,"The Ultimate Book of Vehicles: From Around the World (Ultimate Book, 1)",837,5151,249,202305
1797212575,9781797212579,The Wild Unknown Alchemy Deck and Guidebook (Official Keepsake Box Set),376,2231,69,202305
811876659,9780811876650,"Ivy and Bean Boxed Set 2: (Children's Book Collection, Boxed Set of Books for Kids, Box Set of Children's Books) (Books 4-6)",423,1961,109,202305
1616893990,9781616893996,"The Kaufmann Mercantile Guide: How to Split Wood, Shuck an Oyster, and Master Other Simple Pleasures",673,3791,237,202305
1787131718,9781787131712,Little Book of House Plants and Other Greenery,168,810,60,202305
1616898208,9781616898205,Cultivated: The Elements of Floral Style,43,223,9,202305
1452180067,9781452180069,"Star Spinner Tarot: (Inclusive, Diverse, LGBTQ Deck of Tarot Cards, Modern Version of Classic Tarot Mysticism)",46,90,4,202305
1616893435,9781616893439,Finding Home: Shelter Dogs and Their Stories,30,254,16,202305
1452169500,9781452169507,History as They Saw It: Iconic Moments from the Past in Color,186,1917,59,202305
811870197,9780811870191,"One Line A Day: A Five-Year Memory Book (5 Year Journal, Daily Journal, Yearly Journal, Memory Journal)",313,1649,108,202305
1784881112,9781784881115,365 Days of Art: A Creative Exercise for Every Day of the Year,253,1292,93,202305
1797204726,9781797204727,"Construction Site: Road Crew, Coming Through! (Goodnight, Goodnight, Construc)",247,1814,145,202305
1452178593,9781452178592,Press Here (Herve Tullet),194,925,122,202305
1452101248,9781452101248,Plenty: Vibrant Vegetable Recipes from London's Ottolenghi,296,2434,136,202305
811843513,9780811843515,"The Ultimate Bar Book: The Comprehensive Guide to Over 1,000 Cocktails (Cocktail Book, Bartender Book, Mixology Book, Mixed Drinks Recipe Book)",535,3588,168,202305
1797207601,9781797207605,Mix It Up!: Board Book Edition (Herve Tullet),223,744,94,202305
1787136612,9781787136618,"How to Make Anything Gluten-Free: Over 100 recipes for everything from home comforts to fakeaways, cakes to dessert, brunch to bread!",240,1322,50,202305
B01N1YE568,9791027603039,The Ultimate Book of Airplanes and Airports,33,258,13,202305
1452178917,9781452178912,"Mythos: (Ancient Greek Mythology Book for Adults, Modern Telling of Classical Greek Myths Book) (Stephen Fry's Greek Myths, 1)",291,1550,83,202305
1452159254,9781452159256,Star Wars: Secrets of the Galaxy Deluxe Box Set (Star Wars x Chronicle Books),26,80,1,202305
1452144389,9781452144382,The Egyptian Book of the Dead: The Book of Going Forth by DayThe Complete Papyrus of Ani Featuring Integrated Text and Full-Color Images,31,187,8,202305
179721134X,9781797211343,Horizontal Parenting: How to Entertain Your Kid While Lying Down,37,198,15,202305
1452182574,9781452182575,"Construction Site Mission: Demolition! (Goodnight, Goodnight, Construc)",176,1706,107,202305
1452164606,9781452164601,Celestial One Line a Day,309,2418,177,202305
2408012856,9782408012854,My Big Book of Sounds: More Than 100 Sounds,355,1726,108,202305
1616899085,9781616899080,Chickenology: The Ultimate Encyclopedia (The Farm Animal Series),18,144,8,202305
1452164150,9781452164151,"Platters and Boards: Beautiful, Casual Spreads for Every Occasion",605,2969,179,202305
174379553X,9781743795538,"The Whole Fish Cookbook: New Ways to Cook, Eat and Think",215,1468,60,202305
B077Z81R1P,9791027604272,Ultimate Spotlight: Firefighters,262,1585,122,202305
1452167478,9781452167473,"After Dinner Amusements: Which Would You Choose?: 50 Amusing Dilemmas (Dinner Party Conversation Card Game for Adults and Family, Gift for Host or Hostess)",19,321,37,202305
1452150133,9781452150130,They All Saw a Cat (Brendan Wenzel),218,1430,148,202305
1797200100,9781797200101,"After the Rain: Gentle Reminders for Healing, Courage, and Self-Love",62,159,12,202305
811874907,9780811874908,Mom's One Line a Day: A Five-Year Memory Book,340,1572,103,202305
1452178739,9781452178738,Tartine: A Classic Revisited68 All-New Recipes + 55 Updated Favorites,102,709,29,202305
1743792476,9781743792476,Paris: Through a Fashion Eye,156,902,41,202305
1452153167,9781452153162,"Excavator's 123: Goodnight, Goodnight, Construction Site",28,203,29,202305
1452164622,9781452164625,Modern One Line a Day: A Five-Year Memory Book,62,580,38,202305
B07SVKRG3R,9791036313585,"Ultimate Spotlight: Trains (Ultimate Spotlight, 5)",318,1715,156,202305
B078X9MFG5,9791027605620,The Ultimate Book of Planet Earth,281,1634,110,202305
811836037,9780811836036,"A Camping Spree with Mr. Magee: (Read Aloud Books, Series Books for Kids, Books for Early Readers) (Mr. Magee, MCGE)",510,3363,306,202305
1797201867,9781797201863,"Heroes: The Greek Myths Reimagined (Stephen Fry's Greek Myths, 2)",112,813,47,202305
1616898410,9781616898410,"The Wild Dyer: A Maker's Guide to Natural Dyes with Projects to Create and Stitch (learn how to forage for plants, prepare textiles for dyeing, and ... from coasters to a patchwork blanket)",10,15,1,202305
1784881953,9781784881955,365 Days of Drawing: Sketch and Paint Your Way Through the Creative Year,119,480,30,202305
1452174466,9781452174464,Tales of Japan: Traditional Stories of Monsters and Magic,104,560,35,202305
1787134199,9781787134195,"Chinese Takeout Cookbook: From Chop Suey to Sweet 'n' Sour, Over 70 Recipes to Re-create Your Favorites",82,364,17,202305
1568989695,9781568989693,"Thinking with Type, 2nd revised and expanded edition: A Critical Guide for Designers, Writers, Editors, & Students",97,770,50,202305
1452171602,9781452171609,"Murder Most Puzzling: 20 Mysterious Cases to Solve (Murder Mystery Game, Adult Board Games, Mystery Games for Adults)",133,915,61,202305
1797209922,9781797209920,"Masa: Techniques, Recipes, and Reflections on a Timeless Staple",243,1000,42,202305
1452164916,9781452164915,"After Dinner Amusements: Truth or Dare for Couples: 50 Questions and Challenges (Sexy Date Night Card Game for Couples, Naughty Adult Game for Couples)",131,1521,165,202305
1784882771,9781784882778,Bitter Honey: Recipes and Stories from Sardinia,63,352,14,202305
161689671X,9781616896713,Flower Box: 100 Postcards by 10 artists,22,144,7,202305
1616897066,9781616897062,W. E. B. Du Bois's Data Portraits: Visualizing Black America,4,0,0,202305
1648960235,9781648960239,Immortal Axes: Guitars That Rock,6,109,3,202305
1787136302,9781787136304,Ahead of the Curve: Learn to Fit and Sew Amazing Clothes for Your Curves,115,851,29,202305
1648960723,9781648960727,Carpenters: The Musical Legacy,5,34,3,202305
1452145032,9781452145037,TouchThinkLearn: ABC,81,676,36,202305
1797202642,9781797202648,Everyone Poops (Taro Gomi),49,795,53,202305
811879542,9780811879545,Press Here (Herve Tullet),44,706,60,202305
161689332X,9781616893323,Graphic Design: The New Basics,7,91,3,202305
1452137579,9781452137575,"642 Tiny Things to Draw: (Drawing for Kids, Drawing Books, How to Draw Books)",6,20,2,202305
1452182825,9781452182827,The Rainbow Atlas: A Guide to the World's 500 Most Colorful Places,207,1083,57,202305
B00T3CV2VW,9791027600793,The Ultimate Book of Cities,74,608,30,202305
B08CG7LM5B,9791036325199,The Pop-Up Guide: Space,84,506,34,202305
145213295X,9781452132952,Letters to My Baby: Write Now. Read Later. Treasure Forever.,168,640,54,202305
B08RC8VVDF,9791027610006,The Ultimate Book of Animals,240,1038,53,202305
1452137358,9781452137353,Mix It Up! (Herve Tullet),85,641,53,202305
145213779X,9781452137797,If You Come to Earth,4,14,1,202305
1743796633,9781743796634,Take One Fish: The New School of Scale-to-Tail Cooking and Eating,5,134,6,202305
B09C5XY3FJ,9791036338793,The Ultimate Book of Water (TW Ultimate),33,215,11,202305
1797203983,9781797203980,Intuitive Eating for Every Day: 365 Daily Practices & Inspirations to Rediscover the Pleasures of Eating,21,70,6,202305
811868656,9780811868655,"Duck! Rabbit!: (Bunny Books, Read Aloud Family Books, Books for Young Children)",41,222,19,202305
1797216260,9781797216263,How We Heal: Uncover Your Power and Set Yourself Free,146,786,47,202305
1787130355,9781787130357,Crystals: The Modern Guide to Crystal Healing,21,96,8,202305
1616893184,9781616893187,"The Ghost Army of World War II: How One Top-Secret Unit Deceived the Enemy with Inflatable Tanks, Sound Effects, and Other Audacious Fakery",0,0,0,202305
1452153817,9781452153810,Letters to My Son: Write Now. Read Later. Treasure Forever.,11,109,8,202305
1797216228,9781797216225,"Stay Curious and Keep Exploring: 50 Amazing, Bubbly, and Creative Science Experiments to Do with the Whole Family",13,36,2,202305
1452139970,9781452139975,"Love Is: (Illustrated Story Book about Caring for Others, Book About Love for Parents and Children, Rhyming Picture Book)",69,172,12,202305
1797211676,9781797211671,"Becoming the One: Heal Your Past, Transform Your Relationship Patterns, and Come Home to Yourself",3,63,3,202305
1452170339,9781452170336,Tiny T. Rex and the Impossible Hug,11,102,11,202305
1616899948,9781616899943,The You Kind of Kind,5,20,2,202305
081182778X,9780811827782,"Enemy Pie : (Reading Rainbow Book, Children’s Book about Kindness, Kids Books about Learning)",13,160,13,202305
811849090,9780811849098,Ivy & Bean (Book 1),29,97,17,202305
145211384X,9781452113845,"The Bar Book: Elements of Cocktail Technique (Cocktail Book with Cocktail Recipes, Mixology Book for Bartending): Elements of Cocktail Technique",3,0,0,202305
1452153930,9781452153933,Bad Girls Throughout History: 100 Remarkable Women Who Changed the World (Ann Shen Legendary Ladies Collection),0,0,0,202305
 SB ,#N/A,#N/A,120,1073,67,202305
811876446,9780811876445,"642 Things to Draw: Inspirational Sketchbook to Entertain and Provoke the Imagination (Drawing Books, Art Journals, Doodle Books, Gifts for Artist)",0,0,0,202305
179721019X,9781797210193,LEGO Minifigure Faces 1000-Piece Jigsaw Puzzle,0,0,0,202305
1787138208,9781787138209,The Flower School: The Principles and Pleasures of Good Flowers,0,0,0,202305
2408024617,9782408024611,Pull and Play: Pacifier (Pull and Play Books),0,0,0,202305
179720355X,9781797203553,Prism Oracle: Tap into Your Intuition with the Magic of Color,0,0,0,202305
145214575X,9781452145754,Letters to My Grandchild: Write Now. Read Later. Treasure Forever.,0,0,0,202305
145217363X,9781452173634,Cat Tarot: 78 Cards & Guidebook (-),0,0,0,202305
1452150184,9781452150185,"This Is How We Do It: One Day in the Lives of Seven Kids from around the World (Easy Reader Books, Children Around the World Books, Preschool Prep Books)",0,0,0,202305
1452156484,9781452156484,House Arrest,0,0,0,202305
1452179700,9781452179704,LEGO Paint Party 1000 Piece Puzzle,0,0,0,202305
1452136467,9781452136462,Over and Under the Snow,0,0,0,202305
1452138559,9781452138558,One Love (Marley),0,0,0,202305
2408029155,9782408029159,Do You Know?: Vehicles and Transportation,0,0,0,202305
2408019680,9782408019686,"My Big Touch-and-Feel Concepts Book (TW My Big Touch and Feel, 2)",0,0,0,202305
1452142904,9781452142906,"Every Little Thing: Based on the song 'Three Little Birds' by Bob Marley (Preschool Music Books, Children Song Books, Reggae for Kids)",0,0,0,202305
1452174806,9781452174808,Rainbow One Line a Day: A Five-Year Memory Book,0,0,0,202305
1648961711,9781648961717,Mamacita: Recipes Celebrating Life as a Mexican Immigrant in America,97,438,34,202305
1452110581,9781452110585,"I Could Pee on This: And Other Poems by Cats (Gifts for Cat Lovers, Funny Cat Books for Cat Lovers)",0,0,0,202305
2408024676,9782408024673,Do You Know?: Dinosaurs and the Prehistoric World,0,0,0,202305
1452155828,9781452155821,"Three Cheers for Kid McGear!: (Family Read Aloud Books, Construction Books for Kids, Children's New Experiences Books, Stories in Verse) (Goodnight, Goodnight, Construc)",0,0,0,202305
1616897341,9781616897345,"The Night Sky: Fifty Postcards (50 designs; archival images, NASA ephemera, photographs, and more in a gold foil stamped keepsake box;)",0,0,0,202305
1452176388,9781452176383,"Mystic Mondays Tarot: A Deck for the Modern Mystic (Tarot Cards and Guidebook Set, Card Game Gifts, Arcana Tarot Card Set)",0,0,0,202305
081187754X,9780811877541,"Pantone Postcard Box: 100 Postcards (Pantone Color Chip Card Set, Art Postcards)",0,0,0,202305
1452168660,9781452168661,Studio Ghibli: 100 Collectible Postcards: Final Frames from the Feature Films,0,0,0,202305
1648960359,9781648960352,Fearless: Harriet Quimby A Life without Limit,0,0,0,202305
 ALL TITLES ,#N/A,#N/A,0,0,0,202305
1648960251,9781648960253,Please Wait to Be Tasted: The Lil' Deb's Oasis Cookbook,0,0,0,202305
1648961444,9781648961441,"The Grief Deck: Rituals, Meditations, and Tools for Moving through Loss",180,1182,66,202305
1797203851,9781797203850,SPIKE,0,0,0,202305
1452168369,9781452168364,Mindfulness Cards: Simple Practices for Everyday Life,0,0,0,202305
1784884448,9781784884444,The Life Eclectic: Highly Unique Interior Designs from Around the World,0,0,0,202305
2408024668,9782408024666,Do You Know?: Oceans and Marine Life,0,0,0,202305
1797205579,9781797205571,Southern Grit: 100+ Down-Home Recipes for the Modern Cook,0,0,0,202305
1616897163,9781616897161,The Colorful World of Dinosaurs,0,0,0,202305
B08RYCLS34,9791027609987,Magnetology: Animals,0,0,0,202305
1648961096,9781648961090,The Amazing Baby Name Book: A (Possibly) Helpful and Slightly Amusing Guide from A-Z,0,0,0,202305
1787138011,9781787138018,A Good Day to Bake: Simple Baking Recipes for Every Mood,0,0,0,202305
1648961134,9781648961137,"Eating Together, Being Together: Recipes, Activities, and Advice from a Chef Dad and Psychologist Mom",0,0,0,202305
B083WCYB37,9791027608782,#N/A,0,0,0,202305
(blank),#N/A,#N/A,0,0,0,202305
2408029163,9782408029166,Do You Know?: Space and Sky,0,0,0,202305
B09C5ZKXLH,9791036338809,Alice Ate an Apple: The World of Letters,0,0,0,202305
811826023,9780811826020,Peek-A Who? bb,1786.52,8445.39,1431,202306
811836037,9780811836036,Camping Spree with Mr Magee hc,1.25,32.97,3,202306
811843513,9780811843515,Ultimate Bar Book hc,367.32,2926.1,131,202306
811849090,9780811849098,Ivy and Bean 1 pb,10.6,68.16,12,202306
811864952,9780811864954,Ivy & Bean Treasure Box (Bk 1-3),3000.6,14006.16,1177,202306
811868656,9780811868655,Duck! Rabbit! hc,8.25,93.36,8,202306
811868958,9780811868952,Just Between Us: Mother & Daughter,874.31,5014.15,330,202306
811870197,9780811870191,One Line a Day,185.55,1236.06,81,202306
811870413,9780811870412,Tartine Bread,1070.18,6657.04,296,202306
811874907,9780811874908,Mom's One Line a Day hc,236.21,1349.59,88,202306
811876659,9780811876650,Ivy & Bean Boxed Set 2 (Bk 4-6),655.55,3022.32,170,202306
811877825,9780811877824,"Goodnight, Goodnight, Construct hc",1157.55,8477.86,746,202306
811879542,9780811879545,Press Here hc,59.36,804.41,68,202306
1452101248,9781452101248,Plenty,350.56,2414.76,132,202306
1452111731,9781452111735,"Goodnight, Goodnight, Construction Site bb",1044.47,5330.01,1276,202306
1452117322,9781452117324,Ivy & Bean Boxed Set 3 (Books 7-9),157.23,1148.07,71,202306
1452126992,9781452126999,I Wish You More,1721.44,10163.34,1299,202306
1452128308,9781452128306,Goodnight Darth Vader hc*,656.41,3697.04,349,202306
1452137358,9781452140575,Mix It Up! (UK),58.27,295.2,24,202306
1452139970,9781452139975,Love Is hc,34.13,129.51,9,202306
1452145032,9781452145037,TouchThinkLearn: ABC* bb,301.84,2261.7,118,202306
1452145768,9781452145761,Floret Farm's Cut Flower Garden* hc,478.67,6254.38,298,202306
1452150133,9781452150130,They All Saw a Cat* hc,318.14,2006.95,206,202306
1452152160,9781452152165,"Mighty, Mighty Construction Site* hc",133.56,933.8,70,202306
1452152632,9781452152639,Nurture* pb,342.56,2308.5,151,202306
1452159254,9781452159256,Star Wars: Secrets of the Galaxy Deluxe Box Set,349.3,1302.69,20,202306
1452164150,9781452164151,Platters and Boards* hc,333.3,1650.42,105,202306
1452164606,9781452164601,Celestial One Line a Day,201.43,1573.47,103,202306
1452164614,9781452164618,Floral One Line a Day,4.36,16.95,1,202306
1452164622,9781452164625,Modern One Line a Day,2.38,0,0,202306
1452164916,9781452164915,After Dinner Amusements: Truth or Dare for Couples,206.83,2245.7,248,202306
1452169500,9781452169507,History as They Saw It hc,251.01,3038.12,96,202306
1452170339,9781452170336,Tiny T. Rex and the Impossible Hug* hc,15.46,74.08,8,202306
1452171602,9781452171609,Murder Most Puzzling,126.48,794.47,53,202306
1452172897,9781452172897,Floret Farm?s A Year in Flowers,648.24,4144.78,218,202306
1452174032,9781452174037,Field Guide to Dumb Birds of North America pb,1153.82,6768.45,585,202306
1452174466,9781452174464,Tales of Japan hc,119.5,607.62,39,202306
1452174474,9781452174471,Nordic Tales hc,913.4,4398.98,262,202306
1452174792,9781452174792,Canvas One Line A Day,1207.48,7807.1,510,202306
1452174806,9781452174808,Rainbow One Line a Day,0.89,0,0,202306
1452178593,9781452178592,Press Here bb,209.63,1023.76,134,202306
1452178739,9781452178738,Tartine *,121.6,710.21,29,202306
1452178917,9781452178912,Mythos hc,450.82,2261.49,122,202306
1452179611,9781452179612,From Crook to Cook hc,592.77,4435.2,316,202306
1452180725,9781452180724,Mom's Floral One Line a Day,1.57,0,0,202306
