Program=[Retail],Distributor View=[Manufacturing],View By=[ASIN],Countries=[US],Businesses=[Chronicle],Locale=[en_US],Currency=[USD],Reporting Range=[Month],Viewing Range=[10/1/23 - 10/31/23],Report Updated=[8/19/24]
ASIN,"Product Title",Brand,"Ordered Revenue","Ordered Revenue - Prior Period","Ordered Revenue - Same Period Last Year","Ordered Units","Ordered Units - Prior Period","Ordered Units - Same Period Last Year","Shipped Revenue","Shipped Revenue - Prior Period","Shipped Revenue - Same Period Last Year","Shipped COGS","Shipped COGS - Prior Period","Shipped COGS - Same Period Last Year","Shipped Units","Shipped Units - Prior Period","Shipped Units - Same Period Last Year","Customer Returns","Customer Returns - Prior Period","Customer Returns - Same Period Last Year"
0735362149,"Galison Winter Lights Foil Puzzle 500 Pieces – Holiday Jigsaw Puzzle Featuring Festive City Scene by Joy Laforme – Thick, Sturdy Pieces Challenging Family Activity Great Gift Idea",Galison,"$94,583.78","39.71%","-46.78%","5,211","46.91%","-43.23%","$83,907.04","24.02%","-37.38%","$35,055.00","32.22%","-31.90%","4,674","32.22%","-33.40%",46,"21.05%","-50.54%"
179721683X,"The History of Sketch Comedy: A Journey through the Art and Craft of Humor","Chronicle Books","$78,498.27","5,442.68%",,"3,052","5,449.09%",,"$80,197.77","103,715.88%",,"$49,380.63","119,350.00%",,"3,113","103,666.67%",,21,,
1452179611,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)","Chronicle Books","$67,267.47","56.91%","-48.04%","4,933","62.16%","-40.78%","$65,943.49","47.64%","-47.87%","$55,040.60","51.28%","-40.79%","4,794","51.28%","-40.79%",48,"-7.69%","-44.83%"
1797221426,"Wear It Well: Reclaim Your Closet and Rediscover the Joy of Getting Dressed","Chronicle Prism","$46,568.83","-17.05%",,"2,022","-15.75%",,"$50,367.49","-47.24%",,"$26,106.81","-46.46%",,"2,185","-46.50%",,120,"2,900.00%",
0735369550,"Galison Heirloom Pumpkins Puzzle, 1000 Pieces, 27” x 20” – Difficult Jigsaw Puzzle Featuring Stunning and Colorful Artwork – Thick, Sturdy Pieces, Challenging Family Activity",Galison,"$44,718.62","-1.72%","-10.20%","2,632","-2.12%","-10.20%","$45,195.41","-0.28%","-9.98%","$22,478.76","0.21%","-5.31%","2,660","-1.15%","-9.98%",41,"173.33%","-8.89%"
1578052408,"Sierra Club Engagement Calendar 2024","SIERRA CLUB","$44,418.71","59.89%",,"2,639","59.36%",,"$43,557.33","59.57%",,"$23,739.48","59.04%",,"2,588","59.07%",,22,"22.22%",
1797221922,"Construction Site: Taking Flight! (Goodnight, Goodnight, Construc)","Chronicle Books","$41,740.13","16.23%",,"2,578","16.28%",,"$42,403.92","-55.36%",,"$21,689.26","-55.35%",,"2,619","-55.35%",,39,,
0735375283,"Galison Autumn in The Neighborhood 1000 Piece Puzzle from Galison - 27"" x 20"" Beautifully Illustrated Puzzle from Joy LaForme, Thick & Sturdy Pieces, Challenging Activity for Adults, Unique Gift Idea!",Galison,"$41,239.26","-5.09%","16.65%","2,258","-3.96%","20.30%","$40,371.85","-7.42%","11.83%","$19,962.00","-5.90%","23.80%","2,218","-5.90%","15.16%",51,"45.71%","2.00%"
1452111731,"Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)","Chronicle Books","$36,942.28","25.05%","-6.60%","8,900","26.49%","-3.27%","$36,429.70","22.44%","-4.53%","$32,248.78","23.57%","-1.29%","8,759","23.64%","-1.31%",150,"-9.09%","12.78%"
0811870413,"Tartine Bread (Artisan Bread Cookbook, Best Bread Recipes, Sourdough Book)","Chronicle Books","$36,162.07","19.51%","-25.60%","1,686","19.83%","-25.92%","$36,363.57","21.73%","-29.72%","$31,188.00","22.03%","-28.58%","1,695","22.03%","-28.57%",58,"9.43%","-4.92%"
1578052394,"Sierra Club Wilderness Calendar 2024","SIERRA CLUB","$33,533.10","83.60%",,"1,959","72.90%",,"$32,167.97","80.14%",,"$16,395.68","69.39%",,"1,881","69.46%",,29,"61.11%",
0811864952,"Ivy and Bean's Treasure Box: (Beginning Chapter Books, Funny Books for Kids, Kids Book Series) (Ivy + Bean)","Chronicle Books","$33,141.45","-10.88%","-27.95%","2,005","-31.15%","-48.06%","$33,205.97","-10.93%","-27.81%","$18,510.83","-31.81%","-47.93%","2,008","-31.84%","-47.98%",55,"-29.49%","0.00%"
1797216821,"The New Brownies' Book: A Love Letter to Black Families","Chronicle Books","$29,590.64","836.41%",,811,"926.58%",,"$37,464.47",,,"$18,492.00",,,"1,005",,,2,,
1797204327,"Construction Site Gets a Fright!: A Halloween Lift-the-Flap Book (Goodnight, Goodnight, Construc)","Chronicle Books","$29,500.52","-26.64%","-34.51%","2,965","-30.53%","-34.24%","$30,719.97","-21.10%","-35.07%","$18,902.24","-23.79%","-33.83%","3,074","-25.87%","-35.09%",47,"74.07%","-22.95%"
1452180733,"100 Cookies: The Baking Book for Every Kitchen, with Classic Cookies, Novel Treats, Brownies, Bars, and More","Chronicle Books","$29,187.15","30.16%","-8.89%","1,631","30.17%","-8.88%","$28,686.23","29.27%","-8.46%","$20,277.95","29.27%","-8.45%","1,603","29.27%","-8.45%",36,"12.50%","12.50%"
0811868958,"Just Between Us: Mother & Daughter: A No-Stress, No-Rules Journal (Activity Journal for Teen Girls and Moms, Diary for Tween Girls)","Chronicle Books","$28,875.63","53.89%","39.46%","1,913","53.04%","47.84%","$27,589.84","45.67%","34.54%","$14,268.06","45.18%","42.82%","1,829","44.93%","42.78%",45,"9.76%","80.00%"
1797202642,"Everyone Poops (Taro Gomi)","Chronicle Books","$28,670.77","0.13%","-25.38%","2,037","-6.17%","-17.33%","$29,010.85","1.51%","-28.20%","$16,151.64","-6.24%","-20.32%","2,064","-5.06%","-20.37%",56,"21.74%","27.27%"
1452184577,"Pride and Prejudice: The Complete Novel, with Nineteen Letters from the Characters' Correspondence, Written and Folded by Hand (Handwritten Classics)","Chronicle Books","$25,612.88","6.44%","320.75%",787,"5.64%","307.77%","$25,897.00","-25.89%","321.06%","$14,646.40","-26.26%","307.89%",795,"-26.18%","307.69%",6,"-53.85%","50.00%"
0811877825,"Goodnight, Goodnight, Construction Site","Chronicle Books","$23,750.96","-0.15%","-28.18%","2,088","0.10%","-11.90%","$23,864.96","0.86%","-26.44%","$16,370.98","0.89%","-9.33%","2,093","0.87%","-9.35%",60,"-26.83%","1.69%"
1452174792,"Canvas One Line a Day: A Five-Year Memory Book (Yearly Memory Journal and Diary, Natural Canvas Cover)","Chronicle Books","$22,985.62","10.62%","8.28%","1,589","14.81%","16.24%","$22,824.83","10.54%","6.76%","$12,310.26","14.95%","14.61%","1,578","14.93%","14.60%",54,"0.00%","50.00%"
1958417009,"Rintaro: Japanese Food from an Izakaya in California","Hardie Grant","$22,010.38","147.09%",,637,"172.22%",,"$47,446.62",,,"$25,024.00",,,"1,343",,,15,,
179722400X,"Livable Luxe","Chronicle Chroma","$21,410.83","142.75%",,524,"167.35%",,"$42,820.38",,,"$20,720.70",,,"1,001",,,22,,
1743799195,"Fish Butchery: Mastering The Catch, Cut, And Craft","Hardie Grant","$20,922.95","43.65%",,672,"61.54%",,"$65,719.16",,,"$40,929.42",,,"2,116",,,1,,
1452178593,"Press Here (Herve Tullet)","Chronicle Books","$20,496.51","2.91%","-31.33%","2,683","2.99%","-27.35%","$20,695.15","5.24%","-30.74%","$11,243.68","4.05%","-26.58%","2,709","5.33%","-26.72%",78,"21.88%","-4.88%"
1797206125,"The Live Your Values Deck: Sort Out, Honor, and Practice What Matters Most to You","Chronicle Books","$20,479.94","0.29%","115.19%","1,141","-2.89%","122.85%","$20,893.02","3.93%","117.37%","$10,640.63","5.42%","141.63%","1,162","0.69%","130.10%",14,"-50.00%","133.33%"
1452142904,"Every Little Thing: Based on the song 'Three Little Birds' by Bob Marley (Preschool Music Books, Children Song Books, Reggae for Kids)","Chronicle Books","$20,241.86","360.33%","207.36%","7,217","687.88%","553.12%","$20,248.48","341.71%","215.16%","$27,608.19","666.97%","595.94%","7,206","654.55%","568.46%",18,"-14.29%","0.00%"
1616898062,"The Architecture of Trees","Princeton Architectural Press","$19,534.94","19.97%","4.19%",269,"20.09%","39.38%","$18,955.58","16.42%","0.44%","$15,607.80","16.52%","36.56%",261,"16.52%","36.65%",21,"-16.00%","40.00%"
