Program=[Retail],Distributor View=[Manufacturing],View By=[ASIN],Countries=[US],Businesses=[Chronicle],Locale=[en_US],Currency=[USD],Reporting Range=[Month],Viewing Range=[3/1/23 - 3/31/23],Report Updated=[8/19/24]
ASIN,"Product Title",Brand,"Ordered Revenue","Ordered Revenue - Prior Period","Ordered Revenue - Same Period Last Year","Ordered Units","Ordered Units - Prior Period","Ordered Units - Same Period Last Year","Shipped Revenue","Shipped Revenue - Prior Period","Shipped Revenue - Same Period Last Year","Shipped COGS","Shipped COGS - Prior Period","Shipped COGS - Same Period Last Year","Shipped Units","Shipped Units - Prior Period","Shipped Units - Same Period Last Year","Customer Returns","Customer Returns - Prior Period","Customer Returns - Same Period Last Year"
1797216260,"How We Heal: Uncover Your Power and Set Yourself Free","Chronicle Books","$18,452.13","-32.66%",,"1,056","-32.61%",,"$18,871.41","-31.39%",,"$12,400.39","-31.36%",,"1,080","-31.34%",,35,"-55.70%",
2848019425,"The Ultimate Book of Vehicles: From Around the World (Ultimate Book, 1)",Tourbillon,"$18,252.78","-3.27%","43.99%",882,"-3.29%","41.57%","$18,356.23","-5.14%","42.38%","$9,382.16","-5.13%","39.90%",887,"-5.13%","39.91%",33,"-13.16%","83.33%"
1784883506,"Resident Dog (Volume Two): Incredible Homes and the Dogs Who Live There","Quadrille Publishing","$18,119.90","19.98%","43.91%",408,"20.00%","36.00%","$17,720.21","15.64%","44.03%","$10,087.80","15.58%","48.18%",399,"15.65%","34.80%",24,"14.29%","50.00%"
1797204726,"Construction Site: Road Crew, Coming Through! (Goodnight, Goodnight, Construc)","Chronicle Books","$18,093.60","10.89%","-33.46%","1,436","10.89%","-33.27%","$18,307.80","12.11%","-32.73%","$12,032.81","12.12%","-32.53%","1,453","12.11%","-32.54%",27,"-27.03%","-20.59%"
2848019840,"The Ultimate Construction Site Book (Ultimate Book, 2)",Tourbillon,"$17,483.05","7.20%","107.98%",845,"7.10%","77.15%","$17,441.67","5.74%","117.73%","$8,916.86","5.54%","84.90%",843,"5.64%","84.87%",30,"-40.00%","172.73%"
1797210181,"Lego Ice Cream Dream Puzzle: 1000 Piece","Chronicle Books","$17,181.80","49.45%","232.72%","1,676","56.64%","254.33%","$16,696.81","43.96%","223.09%","$13,455.54","50.97%","245.13%","1,629","50.97%","245.13%",25,"-47.92%","-21.88%"
174379570X,"Still: The Slow Home","Hardie Grant","$16,958.49","-5.36%","18.45%",479,"-5.34%","12.97%","$17,171.43","-3.40%","18.47%","$9,912.54","-1.15%","19.60%",485,"-3.39%","13.05%",53,"-5.36%","165.00%"
073535961X,"Galison Houseplant Jungle 1000 Piece Jigsaw Puzzle for Adults – Plant Jigsaw Puzzle with Mix of Succulents & Other Household Plants – Fun Indoor Activity, Multicolor",Galison,"$16,705.98","-10.70%","-20.47%",983,"-10.64%","-20.53%","$16,858.89","-12.66%","-20.71%","$8,432.67","-12.88%","-13.87%",992,"-12.98%","-20.77%",26,"-44.68%","-67.50%"
1452145032,"TouchThinkLearn: ABC","Chronicle Books","$16,702.29","51.47%","-26.32%",815,"51.49%","-21.48%","$16,749.28","51.08%","-26.58%","$9,395.50","51.02%","-21.82%",817,"51.02%","-21.82%",26,"0.00%","-57.38%"
0735378134,"Galison Artisanal Eggs – 500 Piece Puzzle Fun and Challenging Activity with Bright and Bold Artwork of Beautifully Painted Eggs for Adults and Families",Galison,"$16,419.25","252.96%",,"1,093","252.58%",,"$15,999.53","251.87%",,"$7,987.50","251.49%",,"1,065","251.49%",,4,"-20.00%",
0735372403,"Spring Street 1000 Piece Puzzle in a Square Box from Galison - 1000 Piece Puzzle for Adults, Beautiful Illustrations from Joy Laforme",Galison,"$16,410.21","31.77%","-52.79%",956,"33.71%","-47.59%","$16,441.27","32.84%","-52.89%","$8,127.02","35.17%","-43.12%",957,"34.79%","-47.62%",17,"-15.00%","-46.88%"
1452172897,"Floret Farm’s A Year in Flowers: Designing Gorgeous Arrangements for Every Season (Floret Farms x Chronicle Books)","Chronicle Books","$16,146.82","2.63%","-10.61%",850,"2.78%","-2.63%","$16,431.67","6.04%","-9.53%","$11,933.48","6.39%","-0.92%",865,"6.27%","-1.03%",32,"-23.81%","-3.03%"
0735334218,"Mudpuppy My ABC's — Ring Flashcards 26 Durable Double Sided Alphabet Cards And Reclosable Ring With Colorful Art For Kids Ages 3+ Perfect For Preschool Or Travel For Teachers And Parents",Mudpuppy,"$15,933.44","128.55%","-46.88%","1,339","134.91%","-42.01%","$14,827.67","112.65%","-49.54%","$8,099.00","118.60%","-44.92%","1,246","118.60%","-44.92%",19,"-9.52%","0.00%"
1797212575,"The Wild Unknown Alchemy Deck and Guidebook (Official Keepsake Box Set)","Chronicle Prism","$15,584.39","10.78%","701.67%",472,"17.41%","774.07%","$15,578.25","11.57%",,"$8,648.00","18.09%",,470,"17.79%",,17,"88.89%",
1797206125,"The Live Your Values Deck: Sort Out, Honor, and Practice What Matters Most to You","Chronicle Books","$15,455.31","9.85%","1,889.23%",909,"10.45%","2,117.07%","$15,438.25","10.16%","1,887.03%","$7,891.60","12.56%","2,107.32%",905,"12.56%","2,107.32%",24,"-7.69%","300.00%"
1452152160,"Mighty, Mighty Construction Site (Goodnight, Goodnight, Construc)","Chronicle Books","$15,309.07","18.95%","-19.50%","1,148","18.35%","-23.57%","$15,615.89","23.14%","-18.32%","$9,159.08","22.51%","-22.43%","1,171","22.49%","-22.45%",24,"4.35%","33.33%"
0811836037,"A Camping Spree with Mr. Magee: (Read Aloud Books, Series Books for Kids, Books for Early Readers) (Mr. Magee, MCGE)","Chronicle Books","$14,945.01","15.93%","41.62%","1,360","15.25%","41.67%","$14,988.97","20.38%","43.53%","$10,637.40","20.34%","43.55%","1,363","20.30%","43.47%",22,"4.76%","46.67%"
1646140893,"The Last Cuentista: Newbery Medal Winner","LEVINE QUERIDO","$14,809.59","2.28%","-59.59%",970,"-2.51%","-65.31%","$14,886.35","0.15%","-58.00%","$8,462.40","-4.16%","-61.70%",968,"-4.16%","-63.72%",10,"-62.96%","-80.00%"
1452182272,"LEGO Minifigure Puzzle","Chronicle Books","$14,647.20","-25.29%","-23.61%",816,"-30.85%","-24.79%","$14,790.97","-24.90%","-23.85%","$6,806.24","-30.41%","-25.02%",824,"-30.46%","-25.02%",32,"-52.94%","-20.00%"
1797205099,"Dolly Parton, Songteller: My Life in Lyrics","Chronicle Books","$14,525.49","0.29%","-39.25%",575,"-0.69%","-26.75%","$14,214.73","-4.50%","-41.10%","$12,972.00","-5.21%","-28.88%",564,"-5.21%","-28.88%",14,"-68.18%","-54.84%"
1452174571,"Eggs Are Everywhere: (Baby's First Easter Board Book, Easter Egg Hunt Book, Lift the Flap Book for Easter Basket)","Chronicle Books","$14,169.05","999.28%","12.65%","1,479","1,164.10%","4.01%","$13,352.95","1,107.72%","13.74%","$7,118.17","1,306.75%","5.52%","1,385","1,285.00%","4.37%",10,,"-23.08%"
1797211676,"Becoming the One: Heal Your Past, Transform Your Relationship Patterns, and Come Home to Yourself","Chronicle Prism","$14,165.01","1.05%","473.47%",674,"0.90%","580.81%","$14,227.98","1.65%",,"$8,719.08","1.65%",,677,"1.50%",,24,"33.33%",
1797221302,"Manifest: 7 Steps to Living Your Best Life","Chronicle Prism","$13,996.56",,,"1,028",,,"$19,031.13","3,867.46%",,"$11,498.25","3,814.16%",,"1,248","3,800.00%",,6,"-77.78%",
1743797974,"Style: The Art of Creating a Beautiful Home","Hardie Grant","$13,749.26","3.33%","784.77%",382,"3.24%","932.43%","$13,676.66","1.41%",,"$7,810.80","3.93%",,380,"1.33%",,19,"-13.64%",
1452159254,"Star Wars: Secrets of the Galaxy Deluxe Box Set","Chronicle Books","$13,439.39","-42.24%","-24.76%",363,"-42.47%","12.73%","$15,672.66","-29.03%","-12.51%","$23,720.80","5.96%","99.56%",425,"-29.05%","31.58%",8,"-61.90%","166.67%"
1452168660,"Studio Ghibli: 100 Collectible Postcards: Final Frames from the Feature Films (1984-2014)","Chronicle Books","$13,304.30","-14.50%","-37.32%",659,"-12.25%","-36.39%","$12,689.10","-17.92%","-40.07%","$6,628.92","-15.81%","-39.29%",628,"-15.82%","-39.26%",12,"-40.00%","9.09%"
0735356254,"Baby's First Words Wooden Magnetic Shapes",Mudpuppy,"$13,065.55","112.04%","76.47%",953,"151.45%","117.08%","$13,145.38","129.96%","78.86%","$8,680.68","180.81%","140.46%",965,"179.71%","121.33%",9,"28.57%","200.00%"
1913947610,"Fabric for Fashion: The Swatch Book Revised Second Edition","Laurence King Publishing","$13,026.31","19.23%","34.66%",160,"25.00%","46.79%","$12,972.73","19.61%","34.10%","$9,625.50","26.17%","42.20%",155,"27.05%","42.20%",13,"160.00%","333.33%"
1452152632,"Nurture: A Modern Guide to Pregnancy, Birth, Early Motherhood―and Trusting Yourself and Your Body","Chronicle Books","$12,828.64","7.24%","-26.12%",833,"7.35%","-18.49%","$12,700.86","6.60%","-26.85%","$8,708.32","6.82%","-19.31%",825,"6.87%","-19.28%",25,"-35.90%","-13.79%"
0735369305,"Galison Blooming Streets 500 Piece Puzzle from Galison - Beautifully Illustrated Jigsaw Puzzle of a Local NYC Street, Fun & Challenging, Unique Gift Idea",Galison,"$12,771.00","-21.15%","-37.67%",822,"-19.57%","-37.01%","$13,298.82","-17.37%","-37.16%","$5,938.34","-16.14%","-32.62%",852,"-16.22%","-37.67%",13,"0.00%","-58.06%"
0811876659,"Ivy and Bean Boxed Set 2: (Children's Book Collection, Boxed Set of Books for Kids, Box Set of Children's Books) (Books 4-6)","Chronicle Books","$12,743.64","29.72%","61.58%",708,"12.74%","-1.26%","$12,473.79","26.18%","56.46%","$6,375.60","7.08%","-4.41%",693,"7.11%","-4.41%",7,"-56.25%","-36.36%"
1452155577,"Kinky Truth or Dare: Pick-A-Stick (Sexy Date Night Truth or Dare for Couples, Naughty Adult Sex Games)","Chronicle Books","$12,686.74","-45.94%","659.58%",884,"-42.49%","612.90%","$12,836.04","-47.18%","655.43%","$6,545.90","-43.27%","607.79%",892,"-43.26%","607.94%",44,"22.22%","528.57%"
081182778X,"Enemy Pie : (Reading Rainbow Book, Children’s Book about Kindness, Kids Books about Learning)","Chronicle Books","$12,675.08","16.64%","-11.60%","1,034","16.31%","-8.98%","$12,650.50","18.15%","-12.91%","$8,072.10","17.56%","-9.85%","1,032","17.81%","-9.87%",16,"33.33%","-11.11%"
1784882887,"Pasta Grannies: The Official Cookbook: The Secrets of Italy's Best Home Cooks","Quadrille Publishing","$12,668.46","-23.50%","147.53%",478,"-23.52%","146.39%","$12,505.98","-24.96%","250.76%","$7,056.70","-24.98%","254.23%",472,"-24.96%","249.63%",27,"-22.86%","22.73%"
B015NM6LRK,"Petit Collage Modern Bunny Wooden Stacking Toy – Solid Wooden Stacking Rings for Kids, Activity Toys Designed with Safe Materials – Active Toy for Babies and Toddlers 12+ Months","Petit Collage","$12,552.00","195.32%","421.43%",523,"195.48%","366.96%","$11,736.00","168.56%","532.00%","$5,387.52","168.13%","474.12%",489,"168.68%","475.29%",13,"225.00%","160.00%"
1452144389,"The Egyptian Book of the Dead: The Book of Going Forth by DayThe Complete Papyrus of Ani Featuring Integrated Text and Full-Color Images","Chronicle Books","$12,356.80","5.40%","-12.07%",525,"5.21%","-12.65%","$12,615.19","7.14%","-11.09%","$8,629.60","6.88%","-11.70%",536,"6.99%","-11.70%",17,"-5.56%","-22.73%"
1784885169,"Lune: Croissants All Day, All Night","Quadrille Publishing","$12,329.92","-25.15%",,371,"-25.05%",,"$12,628.72","-64.72%",,"$6,992.00","-64.93%",,380,"-64.72%",,23,"130.00%",
1797221760,"The Madman's Gallery: The Strangest Paintings, Sculptures and Other Curiosities from the History of Art","Chronicle Books","$12,049.44","1,047.57%",,372,"1,140.00%",,"$15,437.44",,,"$7,518.70",,,467,,,8,,
1452178917,"Mythos: (Ancient Greek Mythology Book for Adults, Modern Telling of Classical Greek Myths Book) (Stephen Fry's Greek Myths, 1)","Chronicle Books","$12,028.99","5.14%","-14.14%",643,"5.07%","-13.81%","$12,141.13","5.95%","-12.59%","$8,943.22","5.87%","-12.30%",649,"5.87%","-12.30%",17,"-5.56%","-22.73%"
1797203061,"The Art of Ruth E. Carter: Costuming Black History and the Afrofuture, from Do the Right Thing to Black Panther","Chronicle Books","$11,880.00","724.34%",,330,"791.89%",,,,,,,,,,,,,
1797216228,"Stay Curious and Keep Exploring: 50 Amazing, Bubbly, and Creative Science Experiments to Do with the Whole Family","Chronicle Prism","$11,498.12","50.77%",,608,"51.62%",,"$11,406.37","52.61%",,"$6,379.35","53.38%",,603,"53.44%",,5,"-73.68%",
0735375291,"Galison Garden Path – 500 Piece Puzzle Fun and Challenging Activity with Bright and Bold Artwork of Country Cottage and Plant Path for Adults and Families",Galison,"$11,439.62","64.36%",,758,"66.23%",,"$11,701.02","71.79%",,"$5,812.50","74.94%",,775,"74.94%",,8,"100.00%",
1452177082,"Storm Cloud: A Weather Predicting Instrument","Chronicle Books","$11,432.14","256.71%","270.93%",509,"260.99%","248.63%","$10,556.20","220.40%","249.69%","$5,395.60","224.14%","228.67%",470,"224.14%","228.67%",5,"-64.29%","150.00%"
1646143035,"The Many Assassinations of Samir, the Seller of Dreams: Newbery Honor Award Winner","LEVINE QUERIDO","$11,413.11","1,302.74%",,538,"1,354.05%",,"$12,651.16",,,"$5,965.50",,,589,,,7,,
0735353816,"Little Feminist Board Book Set",Mudpuppy,"$11,309.94","18.64%","-28.37%",882,"18.71%","-24.55%","$11,271.51","17.92%","-28.98%","$6,159.90","18.96%","-24.02%",879,"17.99%","-25.19%",24,"84.62%","14.29%"
B078X9MFG5,"The Ultimate Book of Planet Earth",Tourbillon,"$11,228.70","19.86%","20.60%",735,"27.16%","36.11%","$11,048.84","19.59%","21.74%","$7,628.18","26.49%","37.62%",721,"26.49%","37.60%",15,"-28.57%","-16.67%"
0811870197,"One Line A Day: A Five-Year Memory Book (5 Year Journal, Daily Journal, Yearly Journal, Memory Journal)","Chronicle Books","$11,139.52","-16.07%","-42.14%",730,"-16.28%","-49.62%","$11,414.20","-14.20%","-40.89%","$5,834.40","-14.42%","-48.73%",748,"-14.42%","-48.77%",34,"-68.22%","-60.00%"
1452150133,"They All Saw a Cat (Brendan Wenzel)","Chronicle Books","$10,906.06","22.69%","5.16%","1,115","22.66%","5.69%","$10,827.74","21.81%","0.94%","$8,648.92","21.72%","1.28%","1,106","21.81%","1.28%",18,"-40.00%","-18.18%"
0735333483,"On the Farm Wooden Magnetic Shapes, 9780735333482",Mudpuppy,"$10,879.70","68.39%","342.89%",598,"64.29%","321.13%","$10,806.26","68.18%","324.71%","$5,382.00","65.19%","306.80%",598,"65.19%","306.80%",22,"57.14%","633.33%"
1797212303,"Mind over Batter: 75 Recipes for Baking as Therapy","Chronicle Books","$10,693.26","663.80%",,342,"755.00%",,"$13,930.02",,,"$6,955.20",,,432,,,,,
1452170339,"Tiny T. Rex and the Impossible Hug","Chronicle Books","$10,642.76","7.83%","-48.88%","1,148","7.79%","-48.91%","$10,155.06","-16.70%","-51.91%","$8,117.25","-29.57%","-51.61%","1,095","-16.79%","-51.95%",36,"-53.25%","-5.26%"
0811868656,"Duck! Rabbit!: (Bunny Books, Read Aloud Family Books, Books for Young Children)","Chronicle Books","$10,524.34","89.06%","8.73%",907,"88.57%","11.84%","$10,349.29","95.34%","9.89%","$6,928.52","95.15%","12.29%",886,"95.15%","12.29%",7,"0.00%","-22.22%"
145214575X,"Letters to My Grandchild: Write Now. Read Later. Treasure Forever.","Chronicle Books","$10,498.80","8.32%","-0.25%",780,"8.33%","-8.77%","$10,525.72","8.75%","-0.02%","$5,383.73","8.99%","-8.90%",782,"8.76%","-8.96%",16,"-54.29%","-27.27%"
1786274949,"Extraordinary Things to Cut Out and Collage","Laurence King Publishing","$10,434.43","5.27%","-5.65%",580,"5.26%","-5.69%","$10,722.27","11.61%","-4.59%","$5,483.20","11.61%","-4.64%",596,"11.61%","-4.64%",13,"-45.83%","-40.91%"
081187754X,"Pantone Art Postcard Box: 100 Postcards (Pantone Color Chip Card Set)","Chronicle Books","$10,354.49","-10.59%","-42.37%",520,"-10.81%","-45.49%","$10,753.11","-0.66%","-39.73%","$5,862.63","0.49%","-39.91%",520,"1.36%","-44.03%",10,"25.00%","-50.00%"
1452174474,"Nordic Tales: Folktales from Norway, Sweden, Finland, Iceland, and Denmark (Nordic Folklore and Stories, Illustrated Nordic Book for Teens and Adults) (Tales of)","Chronicle Books","$10,342.64","-10.32%","21.31%",616,"-10.20%","22.95%","$10,510.54","-8.86%","24.99%","$7,189.20","-8.72%","27.07%",626,"-8.75%","26.98%",17,"-39.29%","112.50%"
0811839575,"Position of the Day: Sex Every Day in Every Way","Chronicle Books","$10,099.25","-27.55%","68.89%","1,015","-27.55%","68.89%","$10,139.05","-28.89%","64.35%","$4,664.62","-28.98%","64.24%","1,019","-28.89%","64.35%",6,"50.00%","100.00%"
1452168369,"Mindfulness Cards: Simple Practices for Everyday Life","Chronicle Books","$10,000.09","-10.74%","-8.28%",859,"-10.24%","-8.13%","$12,691.29","50.05%","17.80%","$8,509.80","51.53%","18.46%","1,091","51.53%","18.07%",19,"-51.28%","-17.39%"
1452181756,"Floret Farm's Discovering Dahlias: A Guide to Growing and Arranging Magnificent Blooms (Floret Farms x Chronicle Books)","Chronicle Books","$9,837.21","23.13%","-31.44%",579,"23.19%","-31.32%","$9,752.26","19.28%","-32.27%","$6,589.52","19.33%","-32.15%",574,"19.33%","-32.15%",11,"-26.67%","-50.00%"
1452183015,"Chronicle Books On-The-Go Amusements: 50 Cool Things to Do in The Car: (Screen-Free Boredom Busters for Summer Travel, Activity Ideas for Family Road Trips)","Chronicle Books","$9,486.89","182.42%","-21.94%","1,097","183.46%","-38.72%","$9,609.72","208.39%","-20.49%","$4,573.20","209.19%","-37.64%","1,110","209.19%","-37.64%",8,"-27.27%","-46.67%"
1452101248,"Plenty: Vibrant Vegetable Recipes from London's Ottolenghi",Danerhouse,"$9,414.80","-17.73%","-18.80%",524,"-17.87%","-17.74%","$9,593.70","-17.11%","-17.87%","$8,597.40","-17.30%","-16.69%",534,"-17.21%","-16.82%",28,"-26.32%","0.00%"
1797207601,"Mix It Up!: Board Book Edition (Herve Tullet)","Chronicle Books","$9,308.43","35.23%","-0.98%","1,163","35.08%","11.29%","$9,132.65","17.77%","-3.59%","$4,728.64","17.75%","8.47%","1,141","17.63%","8.36%",21,"16.67%","-4.55%"
1797215760,"The Nap Ministry's Rest Deck: 50 Practices to Resist Grind Culture","Chronicle Books","$9,242.25","-17.62%",,515,"-17.60%",,,,,,,,,,,,,
178713928X,"Giuseppe's Italian Bakes: Over 60 Classic Cakes, Desserts and Savory Bakes","Quadrille Publishing","$8,987.67","11.74%","7,402.23%",333,"11.74%","8,225.00%","$9,041.65","13.18%",,"$4,623.00","13.18%",,335,"13.18%",,8,"-69.23%",
145217363X,"Cat Tarot: 78 Cards & Guidebook (-)","Chronicle Books","$8,943.72","-22.85%","-35.38%",496,"-22.86%","-39.14%","$9,356.57","-18.92%","-31.22%","$4,764.42","-18.91%","-35.21%",519,"-18.91%","-35.21%",9,"-68.97%","-25.00%"
1797208012,"Men in Blazers Present Gods of Soccer: The Pantheon of the 100 Greatest Soccer Players (According to Us)","Chronicle Prism","$8,907.32","-10.69%","11,034.15%",372,"-10.58%","18,500.00%","$8,979.29","-10.46%",,"$6,888.00","-10.55%",,374,"-10.53%",,16,"-62.79%",
