ASIN,impressions,clicks,units sold,spend,14 day total sales,count of campaigns,campaign,ISBN,CTR,CRV,ACOS,ROAS,period,source_file
B0BSHKDJN1,0.0,0.0,0.0,0.0,0.0,2.0,,0810073342996,,,,,2025-01,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 01 - January- Performance by ASIN_ALL.xlsx
B0BSJY1RQT,0.0,0.0,0.0,0.0,0.0,1.0,,0810073343085,,,,,2025-01,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 01 - January- Performance by ASIN_ALL.xlsx
811826023,347980.0,995.0,208.0,285.61,1294.1399999999996,26.0,,,0.0028593597333180067,0.20904522613065327,0.22069482436212473,4.53114386751164,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811843513,268848.0,1082.0,118.0,358.22999999999996,2629.69,32.0,,,0.0040245789442361485,0.10905730129390019,0.1362251824359525,7.340786645451248,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811849031,32831.0,50.0,4.0,20.58,33.04,15.0,,,0.0015229508696049466,0.08,0.6228813559322034,1.6054421768707483,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811849090,186487.0,404.0,116.0,148.86999999999998,736.5899999999999,15.0,,,0.002166370846225206,0.2871287128712871,0.2021070066115478,4.947873984012897,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811849104,11820.0,7.0,0.0,1.85,0.0,15.0,,,0.0005922165820642978,0.0,,0.0,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811849112,51747.0,41.0,15.0,13.44,109.17000000000002,15.0,,,0.0007923164627901135,0.36585365853658536,0.12311074471008517,8.12276785714286,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811856836,43708.0,23.0,8.0,15.899999999999999,72.0,15.0,,,0.0005262194563924224,0.34782608695652173,0.22083333333333333,4.528301886792454,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811862658,30803.0,12.0,1.0,4.55,8.69,15.0,,,0.0003895724442424439,0.08333333333333333,0.523590333716916,1.9098901098901098,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811862666,23580.0,16.0,1.0,5.55,0.99,15.0,,,0.0006785411365564037,0.0625,5.6060606060606055,0.1783783783783784,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811864952,1040483.0,3918.0,527.0,1390.4499999999994,6520.566666666666,46.333333333333336,,,0.00376555887986637,0.13450740173557937,0.21324066926698593,4.689536960456448,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811866920,23291.0,9.0,1.0,2.5999999999999996,9.89,15.0,,,0.00038641535357004854,0.1111111111111111,0.26289180990899896,3.8038461538461545,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811866939,29802.0,3.0,0.0,1.07,0.0,15.0,,,0.00010066438494060802,0.0,,0.0,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811870413,1057227.0,3452.0,537.0,1774.2199999999998,11615.960000000001,47.0,,,0.00326514551747165,0.1555619930475087,0.15273985103254484,6.5470798435368796,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811870545,31401.0,57.0,2.0,24.310000000000002,33.94,3.0,,,0.001815228814368969,0.03508771929824561,0.7162639952857985,1.3961332784862195,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811876659,136971.0,269.0,89.0,101.67,1239.39,17.0,,,0.001963919369793606,0.3308550185873606,0.08203229007818362,12.190321628799056,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811876667,53122.0,33.0,3.0,11.06,16.71,15.0,,,0.0006212115507699259,0.09090909090909091,0.6618791143028127,1.5108499095840868,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811877825,682274.0,1768.0,689.0,664.1499999999999,7784.15,61.0,,,0.0025913342733271385,0.3897058823529412,0.08532081216317773,11.720469773394566,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
811879542,129241.0,62.0,12.0,17.47,110.66,26.0,,,0.0004797239266177142,0.1935483870967742,0.15787095608169166,6.334287349742416,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452101248,450199.0,1219.0,99.0,305.4100000000001,1904.0000000000002,37.0,,,0.002707691487542176,0.081214109926169,0.1604044117647059,6.234242493696996,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452102368,34097.0,20.0,6.0,7.23,47.97,15.0,,,0.0005865618676129864,0.3,0.15071919949968732,6.634854771784232,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452102953,18935.0,13.0,0.0,7.300000000000001,0.0,15.0,,,0.0006865592817533667,0.0,,0.0,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452106991,30763.0,6.0,3.0,2.0100000000000002,16.71,15.0,,,0.0001950394954978383,0.5,0.12028725314183125,8.313432835820896,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452107815,19129.0,13.0,2.0,4.54,11.56,14.0,,,0.0006795964242772753,0.15384615384615385,0.3927335640138408,2.5462555066079298,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452111480,35274.0,24.0,2.0,12.23,20.95,15.0,,,0.000680387821058003,0.08333333333333333,0.5837708830548927,1.713000817661488,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452111731,591662.0,2495.0,878.0,718.7300000000001,4417.4800000000005,51.0,,,0.004216934668780486,0.35190380761523044,0.16270135914593842,6.146230155969557,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452117322,189834.0,269.0,82.0,107.53999999999999,985.3566666666666,17.333333333333332,,,0.001417027508244045,0.3048327137546468,0.10913814625499396,9.162699150703613,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452119368,162069.0,822.0,80.0,286.01,1043.37,19.0,,,0.005071913814486423,0.09732360097323602,0.27412135675743027,3.6480193000244743,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452126992,115973.0,672.0,122.0,193.82999999999998,1104.8899999999999,31.0,,,0.00579445215696757,0.18154761904761904,0.17542922824896598,5.700304390445235,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452127484,10522.0,51.0,4.0,8.09,77.16,1.0,,,0.004846987264778559,0.0784313725490196,0.10484707102125454,9.53770086526576,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452128715,50211.0,42.0,23.0,15.27,128.53,15.0,,,0.000836470096194061,0.5476190476190477,0.11880494826110635,8.417157825802226,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452139113,10801.0,14.0,2.0,2.2399999999999998,18.68,2.0,,,0.0012961762799740765,0.14285714285714285,0.11991434689507494,8.339285714285715,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452139970,272994.6666666666,1038.0,90.0,256.85333333333335,1122.5533333333333,15.333333333333332,,,0.0038022720834595064,0.08670520231213873,0.22881169714282323,4.370405938538205,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452145032,31089.0,108.0,14.0,24.46,193.85,21.0,,,0.003473897520023159,0.12962962962962962,0.12618003611039463,7.925183973834832,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452145148,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452145768,391576.0,2126.0,438.0,859.0800000000002,7971.029999999998,31.0,,,0.005429341941283429,0.20602069614299154,0.10777528123718019,9.278565442100849,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452150133,242934.0,902.0,79.0,263.2299999999999,1057.8099999999997,28.0,,,0.003712942609926976,0.08758314855875832,0.2488443104149138,4.01857690992668,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452152160,234647.0,1428.0,354.0,459.0400000000001,4550.3,46.0,,,0.006085737299006593,0.24789915966386555,0.10088126057622576,9.912643778319971,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452159254,755252.0,2307.0,80.0,458.6600000000001,3967.32,24.0,,,0.0030546095872635887,0.034677069787602946,0.11560952985894762,8.649805956481924,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452160627,5176.0,30.0,0.0,4.58,0.0,1.0,,,0.005795981452859351,0.0,,0.0,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452163871,379.0,2.0,1.0,0.3,15.89,1.0,,,0.005277044854881266,0.5,0.018879798615481433,52.96666666666667,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452164002,49217.0,39.0,1.0,15.510000000000002,16.71,15.0,,,0.0007924091269276875,0.02564102564102564,0.9281867145421904,1.0773694390715667,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452166137,6314.0,12.0,1.0,5.709999999999999,17.05,3.0,,,0.0019005384859043396,0.08333333333333333,0.33489736070381226,2.98598949211909,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452169101,55978.0,47.0,12.0,16.75,85.04,15.0,,,0.0008396155632569938,0.2553191489361702,0.19696613358419565,5.077014925373135,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452170339,136961.0,1054.0,238.0,362.51,2067.7599999999998,49.0,,,0.00769562138126912,0.22580645161290322,0.17531531705807252,5.704008165291992,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452170347,41525.0,82.0,17.0,30.529999999999998,163.44,27.0,,,0.00197471402769416,0.2073170731707317,0.18679637787567302,5.353422862757943,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452171602,61488.0,314.0,30.0,77.83,458.90999999999997,21.0,,,0.005106687483736664,0.09554140127388536,0.16959752456908764,5.896312475909032,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452172188,144955.0,795.0,46.0,192.62000000000006,805.9300000000001,27.0,,,0.005484460694698354,0.05786163522012579,0.23900338739096452,4.184041117225624,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452172897,456591.0,2200.0,249.0,783.4500000000003,5045.119999999999,28.0,,,0.004818316611584547,0.11318181818181818,0.1552886749968287,6.439619631118766,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452174032,346767.0,1142.0,121.0,268.16,1726.5200000000002,26.0,,,0.0032932776186892065,0.10595446584938704,0.15531821235780646,6.438394988066826,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452178593,134448.0,755.0,207.0,224.83999999999997,1484.7700000000002,28.0,,,0.00561555396882066,0.27417218543046357,0.15143086134552822,6.603673723536739,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452178917,620116.0,2402.6666666666665,221.66666666666666,951.9733333333331,4041.803333333334,32.333333333333336,,,0.0038745439025386647,0.09225860155382908,0.23553182943916937,4.245710664164264,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452179611,579971.0,3368.0,492.0,878.3,6643.569999999999,53.0,,,0.005807186911069692,0.14608076009501186,0.13220301735362164,7.564123875668905,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452180733,264224.0,1239.0,114.0,435.7899999999999,2645.0599999999995,40.0,,,0.004689203100399661,0.09200968523002422,0.16475618700520972,6.0695747951995225,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452184887,18409.0,62.0,22.0,24.509999999999998,244.92000000000002,26.0,,,0.003367917866261068,0.3548387096774194,0.10007349338559528,9.992656058751532,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452184895,539209.6666666667,2000.0,351.0,636.9433333333333,2405.9733333333334,43.333333333333336,,,0.0037091323164953147,0.1755,0.2647341616421351,3.7773742300466293,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1452184909,36639.0,50.0,12.0,15.459999999999999,109.09,27.0,,,0.0013646660662135976,0.24,0.14171784764873038,7.05627425614489,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1616891777,29006.0,70.0,4.0,19.14,152.98000000000002,13.0,,,0.0024132938012824934,0.05714285714285714,0.12511439403843638,7.992685475444097,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1616893435,47464.0,213.0,22.0,81.74000000000002,295.62,16.0,,,0.004487611663576606,0.10328638497652583,0.2765036195115351,3.6165891852214327,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1616893990,117896.0,414.0,24.0,139.32999999999998,480.12,21.0,,,0.0035115695188980118,0.057971014492753624,0.2901982837623927,3.4459197588459056,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1616897120,105648.0,557.0,33.0,108.38,560.6700000000001,13.0,,,0.005272224746327427,0.059245960502693,0.19330443933151406,5.173186934858831,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1616897163,35472.0,409.0,40.0,142.39,467.59999999999997,21.0,,,0.011530221019395579,0.097799511002445,0.30451240376390076,3.2839384788257604,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1616898062,161708.0,641.0,21.0,215.72000000000003,1686.54,28.0,,,0.003963934993939694,0.0327613104524181,0.12790683885351076,7.818190246615982,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1616898208,36924.0,203.0,17.0,64.1,433.93000000000006,12.0,,,0.005497779222186112,0.08374384236453201,0.14771967828912494,6.769578783151328,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1616899085,15013.0,67.0,8.0,21.439999999999998,116.72,13.0,,,0.0044627989076134016,0.11940298507462686,0.18368745716244,5.444029850746269,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1784881112,452948.0,1663.2142857142858,139.14285714285714,556.9564285714285,2031.9664285714282,24.0,,,0.0036719762218053414,0.08365900794502898,0.27409725905904664,3.6483400214687216,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1784881953,295485.0,1524.2142857142858,129.14285714285714,520.1764285714285,1955.3164285714286,30.0,,,0.005158347414299493,0.08472749425933736,0.26603184066298363,3.758948543557338,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1784882771,220422.0,772.2142857142857,34.14285714285714,228.53642857142853,977.8264285714286,19.0,,,0.0035033448826082953,0.04421422625104061,0.23371880928327182,4.278645792636998,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1784882887,416955.0,1120.2142857142858,82.14285714285714,412.7964285714286,1780.6264285714285,18.0,,,0.0026866551203709893,0.07332780717974877,0.23182652012112914,4.313570334737808,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1784883468,707562.0,1430.2142857142858,90.14285714285714,517.7764285714286,2206.5964285714285,22.0,,,0.0020213271567923177,0.06302751835389302,0.23464935493738742,4.26167802705801,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1784883506,978870.0,3899.214285714286,374.14285714285717,1564.9464285714278,10503.716428571428,21.0,,,0.003983383172141639,0.09595339720456503,0.14898978273200303,6.711869644100098,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1787131718,189519.0,1022.2142857142857,120.14285714285714,377.6964285714286,1526.3364285714288,18.0,,,0.005393729840882896,0.11753196841590385,0.24745293468814916,4.041172521393787,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1787136612,231595.0,917.7142857142857,70.14285714285714,416.2664285714288,1869.4564285714287,20.0,,,0.003962582463845444,0.0764321295143213,0.22266709307021645,4.49100936385179,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1787136639,180188.0,629.7142857142857,43.14285714285714,239.35142857142858,891.7964285714286,24.0,,,0.0034947626130168805,0.06851179673321234,0.26839245023087427,3.725887219032385,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1787139859,70372.0,219.0,36.0,78.91999999999997,340.50000000000006,5.0,,,0.0031120331950207467,0.1643835616438356,0.23177679882525687,4.31449569183984,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1797201867,346067.0,859.6666666666667,92.66666666666666,300.8033333333333,1975.3033333333333,18.333333333333336,,,0.0024841047157535007,0.10779371849554088,0.152282096758135,6.566760120122783,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1797202642,19162.0,71.0,12.0,19.04,117.00999999999999,21.0,,,0.0037052499739066904,0.16901408450704225,0.16272113494573115,6.145483193277311,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1797203983,7324.0,26.0,2.0,3.2800000000000002,21.98,11.0,,,0.00354997269251775,0.07692307692307693,0.14922656960873523,6.701219512195122,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1797204297,43089.0,66.0,9.0,11.39,64.25999999999999,5.0,,,0.0015317134303418506,0.13636363636363635,0.1772486772486773,5.641791044776118,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
1797204300,598418.6666666667,2072.0,371.0,651.1833333333333,2957.793333333334,37.333333333333336,,,0.0034624588359543147,0.17905405405405406,0.22015849653683256,4.542182181157382,2025-02,G:\Sales\Amazon\AMAZON ADVERTISING\MONTHLY REPORTS\MONTHLY REPORTS - PERFORMANCE BY ASIN\2025\2025- 02 - February - Performance by ASIN_ALL.xlsx
