PERIOD,ISBN,PT,qty
202205,9781452105444,FT,167
202208,9781452172521,FT,167
202207,9781452170756,BK,167
202411,9780811869591,FT,167
202111,9781452166469,BK,167
202208,9781452167275,FT,167
202208,9781452166469,BK,167
202208,9781452159102,FT,167
202411,9781452181950,FT,167
202305,9781616892326,BK,167
202506,9781616895778,BK,167
202406,9781452165141,BK,167
202209,9781452145693,BK,167
202408,9781452182216,BK,167
202405,9781616895716,BK,167
202001,9781452173474,BK,167
202205,9781452178257,FT,167
202201,9781452176840,FT,167
202501,9781616895273,FT,167
202505,9781452112336,BK,167
202310,9781452137391,FT,167
202302,9781452145808,FT,167
202104,9781452172514,FT,167
202108,9781452106205,BK,167
202102,9781452151991,BK,167
202103,9780811855181,BK,167
202405,9781797201184,BK,167
202202,9780811874700,FT,167
202309,9781452119366,BK,167
202502,9780811869591,FT,167
202008,9780811866422,BK,167
202310,9781452158228,BK,167
202106,9781452149202,FT,167
202304,9781452128801,BK,167
202306,9781452163420,BK,167
202008,9781452175225,BK,167
202102,9780811856454,BK,167
202104,9781452173801,BK,167
202407,9781452141992,BK,167
202406,9781452178752,FT,167
202304,9780811857826,BK,167
202405,9781616896027,BK,168
202204,9781452164441,FT,168
202503,9781452106977,BK,168
202403,9781452160986,FT,168
202311,9781587170003,BK,168
202506,9781452154794,FT,168
202009,9781452149226,FT,168
202305,9781452162904,BK,168
202011,9780811864817,BK,168
202101,9781452155951,BK,168
202304,9781452165042,BK,168
202505,9781616895778,BK,168
202009,9781452161341,BK,168
202401,9781452146614,BK,168
202006,9780811811217,BK,168
202503,9780811863537,BK,168
202303,9781452101859,FT,168
202504,9781452128801,BK,168
202104,9780811869591,FT,168
202506,9781452163468,FT,168
202503,9781452160641,FT,168
202207,9781452129174,BK,168
202109,9781452127842,FT,168
202209,9780811868655,BK,168
202312,9781452137384,FT,168
202402,9781452183022,FT,168
202504,9780811866095,BK,168
202003,9780811866422,BK,168
202212,9781452154749,BK,168
202401,9781616897147,FT,168
202401,9781452149486,FT,168
202505,9781452154794,FT,168
202204,9781452159430,FT,168
202204,9780811856751,FT,168
202301,9781452178608,FT,168
202007,9780811875141,BK,168
202311,9780811852432,BK,168
202103,9781452167763,BK,168
202306,9780811877572,FT,168
202204,9781452181943,FT,168
202007,9781452166254,BK,168
202210,9780811871075,BK,168
202102,9781452184821,BK,168
202312,9781616895716,BK,168
202301,9780811811217,BK,168
202506,9781452133508,BK,168
202410,9781452140100,BK,168
202402,9781452128801,BK,168
202404,9781452164786,FT,168
202308,9781452183039,FT,168
202501,9781452137391,FT,168
202208,9781452170152,FT,169
202504,9781452139883,BK,169
202504,9781452149202,FT,169
202206,9781452131566,BK,169
202301,9781616897857,BK,169
202303,9781452161228,FT,169
202205,9781452163307,BK,169
202008,9781452170756,BK,169
202502,9781452177083,FT,169
202108,9780811857826,BK,169
202105,9781452119038,BK,169
202102,9781452108162,BK,169
202401,9781452145051,FT,169
202406,9781452101859,FT,169
202202,9781452151601,BK,169
202503,9781452160986,FT,169
202101,9781452153223,BK,169
202502,9781452178608,FT,169
202411,9780811879101,BK,169
202306,9781452159768,FT,169
202103,9781452158808,FT,169
202005,9781452168920,BK,169
202506,9780811866422,BK,169
202304,9781452169507,BK,169
202407,9781452101859,FT,169
202308,9781452158693,FT,169
202407,9781452179704,FT,169
202505,9781452165042,BK,169
202504,9781452167329,FT,169
202303,9781452174426,FT,169
202302,9781452126500,BK,169
202309,9780811857826,BK,169
202305,9780811859240,BK,169
202110,9781452155388,FT,169
202303,9780811876971,FT,169
202406,9781452106977,BK,169
202408,9781452141978,BK,169
202308,9781452155951,BK,169
202103,9781452180915,FT,169
202312,9780811864831,BK,169
202403,9781452127132,BK,169
202402,9781452160641,FT,169
202311,9781452107813,BK,169
202311,9781452169774,FT,169
202109,9780811868341,FT,169
202406,9781452160986,FT,169
202201,9780811811217,BK,169
202408,9781452166469,BK,169
202504,9781452106977,BK,169
202409,9781452171388,FT,169
202307,9781452153223,BK,169
202405,9781616894610,BK,170
202306,9781452131481,BK,170
202405,9781452158693,FT,170
202007,9781452175546,FT,170
202006,9781452168678,FT,170
202409,9781452184821,BK,170
202406,9780811823319,BK,170
202401,9781452139883,BK,170
202008,9781452179568,FT,170
202501,9781452161358,BK,170
202306,9780811865425,BK,170
202204,9781452144818,FT,170
202504,9781452117270,BK,170
202505,9781587170003,BK,170
202306,9781452179797,BK,170
202302,9780811879422,BK,170
202306,9781452176840,FT,170
202102,9781452153186,BK,170
202203,9780811811217,BK,170
202209,9780811879101,BK,170
202302,9781452155067,FT,170
202301,9781452108124,BK,170
202011,9781452182674,FT,170
202411,9780811875424,BK,170
202302,9781616897123,BK,170
202103,9781452151601,BK,170
202302,9781452149486,FT,170
202503,9781616897147,FT,170
202006,9781452117119,FT,170
202303,9781616895273,FT,170
202412,9781452102108,FT,170
202212,9781452134345,FT,170
202401,9781452137384,FT,170
202312,9781452159102,FT,170
202307,9781452138916,BK,170
202202,9781452127842,FT,170
202101,9781452176840,FT,170
202109,9781452159492,FT,170
202306,9780811863537,BK,170
202106,9781452165042,BK,170
202505,9780811863537,BK,170
202008,9781452176628,FT,170
202412,9781452145808,FT,170
202503,9780811810968,FT,170
202106,9780811855181,BK,171
202410,9781452102245,BK,171
202307,9781452169507,BK,171
202305,9781452167275,FT,171
202401,9781452102511,BK,171
202211,9781452106960,BK,171
202501,9781452151601,BK,171
202311,9781452172545,BK,171
202201,9781452132600,BK,171
202310,9781616896027,BK,171
202504,9781452159782,FT,171
202307,9781452111902,BK,171
202311,9781452170145,BK,171
202105,9781452159270,BK,171
202504,9780811864794,BK,171
202110,9781452159492,FT,171
202001,9781452142555,BK,171
202106,9781452144818,FT,171
202110,9781452173474,BK,171
202007,9781452154435,BK,171
202501,9781452102511,BK,171
202502,9781452164755,BK,171
202503,9781452113845,BK,171
202107,9781452180915,FT,171
202506,9781616897857,BK,171
202105,9780811869591,FT,171
202506,9781452155579,FT,171
202305,9781452106960,BK,171
202407,9781452161563,BK,171
202105,9781452159768,FT,171
202407,9781452159768,FT,171
202101,9780811836036,BK,171
202401,9781452162812,BK,171
202306,9781452179650,FT,171
202505,9781452184609,BK,171
202402,9780811866095,BK,171
202211,9781452154749,BK,171
202102,9781452141978,BK,171
202403,9781452161228,FT,171
202409,9781452167275,FT,171
202402,9781452180915,FT,171
202307,9781452149486,FT,171
202303,9781452133553,BK,171
202409,9781452161228,FT,171
202405,9781452163307,BK,171
202212,9781452131566,BK,171
202406,9781452156125,BK,171
202306,9781452169774,FT,171
202208,9780811851534,FT,171
202404,9781452181950,FT,171
202205,9781452164908,FT,171
202308,9781452172903,FT,171
202303,9781452173474,BK,171
202501,9781452125329,BK,171
202209,9781452126500,BK,171
202205,9781452128801,BK,171
202411,9780811863711,FT,171
202501,9780811855051,BK,172
202105,9780811822909,BK,172
202301,9781616895778,BK,172
202006,9780811857826,BK,172
202503,9780811877572,FT,172
202301,9780811829885,BK,172
202204,9781452159270,BK,172
202306,9781452172545,BK,172
202410,9781452158693,FT,172
202204,9781452110875,BK,172
202008,9780811848480,BK,172
202301,9781452102511,BK,172
202112,9781452174563,BK,172
202504,9781452155951,BK,172
202412,9781452172637,BK,172
202005,9781452170145,BK,172
202107,9781452171258,FT,172
202105,9780811824996,BK,172
202304,9781452105444,FT,172
202401,9781452165981,FT,172
202312,9781616895662,BK,172
202306,9781616895808,FT,172
202411,9781452172637,BK,172
202412,9781452159768,FT,172
202212,9781452170152,FT,172
202111,9781452141244,BK,172
202308,9781452172545,BK,172
202406,9781452180489,FT,172
202503,9781452162904,BK,172
202401,9781452179650,FT,172
202008,9781452184821,BK,172
202408,9780811852562,FT,172
202410,9781452159492,FT,172
202411,9781616896645,BK,172
202105,9780811877572,FT,172
202112,9780811822909,BK,172
202011,9781452156378,BK,172
202304,9781616894610,BK,172
202204,9781452141992,BK,172
202506,9781452152110,BK,172
202404,9780811810968,FT,172
202101,9781452184821,BK,172
202311,9781452129174,BK,172
202405,9781452151601,BK,172
202303,9780811829885,BK,172
202405,9781452164731,BK,172
202412,9781452144382,BK,172
202206,9781452129167,BK,172
202401,9781452140100,BK,172
202306,9781616897123,BK,172
202505,9781452127842,FT,172
202107,9781452174426,FT,172
202206,9780811870542,BK,172
202503,9780811875141,BK,172
202102,9781452158228,BK,172
202406,9781452180397,FT,172
202403,9781452155951,BK,172
202501,9780811876971,FT,173
202111,9781452173474,BK,173
202004,9781452102276,BK,173
202401,9781452181943,FT,173
202308,9781452167763,BK,173
202201,9781452131566,BK,173
202105,9781452167763,BK,173
202408,9781452168869,BK,173
202107,9781452106205,BK,173
202109,9781452106977,BK,173
202110,9781452165110,FT,173
202210,9780811879422,BK,173
202301,9781452173832,BK,173
202409,9781452155067,FT,173
202506,9781452164786,FT,173
202307,9781452172903,FT,173
202205,9781452127842,FT,173
202102,9781452114323,FT,173
202101,9781452158808,FT,173
202209,9780811822909,BK,173
202506,9781452170442,BK,173
202007,9781452127132,BK,173
202103,9780811811217,BK,173
202502,9781452171388,FT,173
202310,9781616894610,BK,173
202503,9781452181943,FT,173
202311,9781452162904,BK,173
202305,9780811840460,BK,173
202209,9781452180915,FT,173
202412,9781452173283,FT,173
202309,9781452106199,BK,173
202402,9781452173283,FT,173
202307,9781452179704,FT,173
202103,9781452125787,BK,173
202412,9780811852258,BK,173
202406,9781452125329,BK,173
202304,9780811875554,BK,173
202002,9781452129167,BK,173
202303,9781452106199,BK,173
202412,9781452102986,BK,173
202308,9781616892326,BK,173
202108,9781452161341,BK,173
202302,9781452168401,BK,173
202212,9781452163307,BK,173
202312,9781452133553,BK,173
202212,9781452138916,BK,173
202109,9781452145808,FT,173
202303,9780811868341,FT,173
202101,9781452160641,FT,173
202402,9781452176628,FT,173
202407,9781452117270,BK,173
202208,9781452151601,BK,173
202106,9780811867887,BK,173
202305,9781452184821,BK,174
202406,9781452169323,BK,174
202104,9780811878319,BK,174
202103,9781452112336,BK,174
202107,9781452174563,BK,174
202403,9781452135366,BK,174
202504,9781452101248,BK,174
202211,9780811811217,BK,174
202502,9781452102511,BK,174
202203,9781452127842,FT,174
202312,9781452131498,BK,174
202212,9781452167275,FT,174
202306,9781452163710,FT,174
202410,9781452133508,BK,174
202012,9780811863537,BK,174
202102,9781452182216,BK,174
202311,9781452128801,BK,174
202505,9781452144832,BK,174
202410,9781616896645,BK,174
202303,9781616897147,FT,174
202312,9781452163420,BK,174
202404,9781452114323,FT,174
202205,9780811879422,BK,174
202407,9781616895914,FT,174
202302,9781452176390,FT,174
202101,9781452162812,BK,174
202301,9781452128092,BK,174
202404,9781452140100,BK,174
202501,9780811870542,BK,174
202310,9781452112336,BK,174
202106,9780811875141,BK,174
202108,9781452164755,BK,174
202412,9781452173832,BK,174
202501,9781452160986,FT,174
202206,9780811847742,BK,174
202407,9781452180960,BK,174
202106,9780811868341,FT,174
202402,9781452162478,FT,175
202403,9781452165073,BK,175
202409,9781452166469,BK,175
202405,9781452164786,FT,175
202306,9781452154794,FT,175
202406,9781452153209,BK,175
202112,9781452114415,BK,175
202207,9781452149783,FT,175
202503,9781452171548,FT,175
202211,9781452181943,FT,175
202306,9780811875554,BK,175
202302,9781616896010,FT,175
202412,9781452179650,FT,175
202004,9781452112428,BK,175
202302,9781616893323,BK,175
202504,9780811807180,BK,175
202002,9781452149202,FT,175
202408,9781616895273,FT,175
202404,9781452159270,BK,175
202007,9781452126500,BK,175
202203,9780811829885,BK,175
202310,9781452161358,BK,175
202207,9781452164755,BK,175
202201,9781452165141,BK,175
202111,9780811866422,BK,175
202501,9781616897321,FT,175
202412,9781452107554,BK,175
202409,9781452154435,BK,175
202202,9780811877572,FT,175
202108,9781452168401,BK,175
202206,9781452159492,FT,175
202408,9780811807180,BK,175
202303,9781452154749,BK,175
202402,9781452163307,BK,175
202503,9780811878319,BK,175
202206,9781452106205,BK,175
202411,9781616894696,BK,175
202309,9781616895808,FT,175
202504,9780811877565,BK,175
202506,9781452101248,BK,175
202011,9780811823319,BK,175
202004,9781452183022,FT,175
202008,9780811875141,BK,175
202307,9781452173474,BK,175
202405,9781452114323,FT,175
202103,9781452179551,FT,175
202005,9781452161242,FT,175
202211,9781452161358,BK,175
202005,9780811875349,FT,175
202003,9781452140193,BK,175
202303,9780811852562,FT,175
202009,9781452149486,FT,175
202102,9780811847742,BK,175
202102,9780811852562,FT,176
202405,9781452180960,BK,176
202105,9781452164908,FT,176
202302,9781452138107,BK,176
202210,9780811857826,BK,176
202312,9781452179704,FT,176
202312,9780811852258,BK,176
202008,9781452166254,BK,176
202503,9781452169460,BK,176
202412,9781452148991,BK,176
202407,9781452135366,BK,176
202403,9781452153179,BK,176
202505,9781452156910,BK,176
202109,9781452164755,BK,176
202209,9781452117348,FT,176
202310,9781452159430,FT,176
202506,9781452171388,FT,176
202009,9781452162904,BK,176
202501,9780811869591,FT,176
202009,9781452170756,BK,176
202505,9781452170442,BK,176
202110,9781452128801,BK,176
202304,9781452139142,FT,176
202303,9780811875141,BK,176
202201,9781452162904,BK,176
202412,9780811875424,BK,176
202405,9781452129013,BK,176
202202,9781452167237,BK,176
202502,9781452179650,FT,176
202310,9781452179650,FT,176
202201,9781452139142,FT,176
202102,9780811836036,BK,176
202401,9781452153810,FT,176
202202,9781452169460,BK,176
202405,9780811839143,BK,176
202402,9781452125787,BK,176
202506,9780811877886,FT,176
202501,9781452176840,FT,176
202301,9781452175799,FT,176
202302,9781452132600,BK,176
202504,9781452163307,BK,176
202301,9781452172545,BK,176
202202,9781452165141,BK,176
202504,9780811879422,BK,176
202107,9781452125787,BK,176
202204,9781452179797,BK,176
202011,9781452145693,BK,176
202505,9781452101248,BK,176
202503,9781452183022,FT,176
202104,9781452180915,FT,177
202409,9781452138916,BK,177
202403,9780811876834,BK,177
202305,9781452158228,BK,177
202502,9781452175867,BK,177
202506,9781616892555,BK,177
202011,9780811830904,BK,177
202501,9781452179704,FT,177
202503,9781452135366,BK,177
202410,9781452156910,BK,177
202504,9780811870542,BK,177
202303,9780811875608,BK,177
202004,9781452131566,BK,177
202310,9781452114415,BK,177
202404,9781452112336,BK,177
202001,9781452178752,FT,177
202204,9780811863551,BK,177
202506,9781452126500,BK,177
202203,9781452159102,FT,177
202308,9781452159102,FT,177
202301,9781452173184,BK,177
202003,9781452126500,BK,177
202506,9781452145556,BK,177
202106,9781452159492,FT,177
202301,9781452161167,BK,177
202502,9781452129167,BK,177
202407,9781616896645,BK,177
202502,9780811810968,FT,177
202005,9781452167329,FT,177
202004,9781452127750,BK,177
202106,9781452117324,BK,177
202107,9781452163307,BK,177
202403,9781452155579,FT,177
202207,9781452129013,BK,177
202207,9781452168401,BK,177
202308,9781616895716,BK,177
202308,9781452148991,BK,177
202202,9781452114309,BK,177
202111,9781452155067,FT,177
202105,9781452175799,FT,177
202401,9781452168920,BK,177
202301,9781616897123,BK,177
202004,9780811851534,FT,177
202103,9780811865425,BK,177
202108,9781452127842,FT,177
202503,9781616893323,BK,177
202309,9781452110875,BK,177
202312,9781452149486,FT,177
202504,9781616894610,BK,177
202502,9780811868846,FT,177
202111,9781452159102,FT,177
202403,9781452126500,BK,177
202501,9781452169507,BK,177
202301,9781452102986,BK,177
202309,9781452173313,BK,177
202411,9780811863537,BK,177
202002,9780811810968,FT,177
202406,9781452128092,BK,177
202205,9781452173764,FT,178
202506,9781452173184,BK,178
202404,9781616892555,BK,178
202302,9781616892326,BK,178
202502,9781452145808,FT,178
202101,9781452162478,FT,178
202403,9781616896010,FT,178
202502,9781452162812,BK,178
202503,9780811877886,FT,178
202202,9781452173474,BK,178
202410,9781452161228,FT,178
202409,9780811879422,BK,178
202007,9780811873444,BK,178
202203,9780811852432,BK,178
202206,9780811869591,FT,178
202403,9781452159782,FT,178
202301,9781452179636,FT,178
202109,9780811839143,BK,178
202503,9781452140100,BK,178
202304,9781452172743,FT,178
202406,9781452175225,BK,178
202007,9781452149783,FT,178
202504,9781452181929,BK,178
202012,9781452127132,BK,178
202112,9781452128801,BK,178
202303,9781452156910,BK,178
202009,9780811823319,BK,178
202305,9780811865432,BK,178
202102,9781452176703,FT,178
202207,9780811877473,BK,178
202312,9781452153223,BK,178
202412,9781452153223,BK,178
202406,9781452184821,BK,178
202304,9780811865425,BK,178
202010,9780811864794,BK,178
202209,9781452114415,BK,178
202406,9780811810968,FT,178
202306,9780811876834,BK,178
202103,9781452164755,BK,178
202110,9781452164731,BK,178
202306,9781452175225,BK,178
202301,9780811871075,BK,178
202102,9781452154794,FT,178
202208,9781452119366,BK,178
202410,9780811877572,FT,178
202008,9781452179636,FT,178
202506,9781616895808,FT,178
202308,9781452102245,BK,178
202008,9781452169507,BK,178
202403,9780811876445,FT,178
202306,9781452162904,BK,178
202406,9781452133218,BK,178
202312,9781452160986,FT,178
202102,9781452169347,FT,178
202112,9781452134345,FT,178
202404,9781452107554,BK,178
202206,9781452183015,FT,178
202207,9781452105444,FT,178
202404,9780811840460,BK,178
202007,9781452152103,BK,178
202306,9780811851534,FT,178
202410,9780811852432,BK,179
202102,9781452158693,FT,179
202207,9780811868846,FT,179
202205,9780811866422,BK,179
202403,9781452133508,BK,179
202406,9781452177137,BK,179
202004,9781452165974,FT,179
202212,9780811856751,FT,179
202506,9780811840460,BK,179
202403,9781452149202,FT,179
202302,9781452172903,FT,179
202312,9781452159270,BK,179
202501,9780811879101,BK,179
202307,9780811855181,BK,179
202411,9780811876834,BK,179
202201,9781452166131,BK,179
202412,9781452139142,FT,179
202408,9781452139883,BK,179
202307,9780811863537,BK,179
202404,9781452131498,BK,179
202307,9781616894696,BK,179
202203,9781452141978,BK,179
202502,9781452145686,BK,179
202208,9781452136004,BK,179
202108,9781452160641,FT,179
202206,9781452105444,FT,179
202312,9781452181943,FT,179
202503,9781452124834,BK,179
202501,9780811822176,FT,179
202506,9780811848480,BK,179
202304,9781452167275,FT,179
202207,9781452167312,FT,179
202002,9780811840460,BK,179
202005,9781452158693,FT,179
202206,9781452167237,BK,179
202101,9781452161341,BK,179
202404,9781616895662,BK,179
202007,9781452153476,BK,179
202407,9781616894610,BK,179
202209,9781452133218,BK,179
202506,9781452119366,BK,179
202301,9780811879422,BK,179
202003,9781452167763,BK,179
202309,9781452135366,BK,179
202011,9780811821322,BK,179
202309,9781452172903,FT,179
202403,9781452184821,BK,179
202304,9781452106960,BK,180
202006,9780811874700,FT,180
202009,9781452163307,BK,180
202503,9781452141978,BK,180
202208,9781452161167,BK,180
202308,9781616897321,FT,180
202311,9781452101859,FT,180
202409,9781452142685,BK,180
202503,9781452131498,BK,180
202305,9781452106205,BK,180
202404,9780811877886,FT,180
202004,9781452156453,BK,180
202302,9781452137384,FT,180
202504,9780811829885,BK,180
202005,9781452173771,FT,180
202504,9781452158693,FT,180
202105,9781452164731,BK,180
202207,9781452184609,BK,180
202301,9781452161563,BK,180
202501,9781452159430,FT,180
202405,9781452125329,BK,180
202406,9781452169460,BK,180
202002,9781452163307,BK,180
202205,9781452151601,BK,180
202111,9781452172637,BK,180
202010,9781452154435,BK,180
202210,9781452170152,FT,180
202101,9781452107554,BK,180
202306,9781452167237,BK,180
202110,9781587170003,BK,180
202403,9781616893590,FT,180
202002,9781452169132,BK,180
202101,9781452126500,BK,180
202212,9780811864831,BK,180
202109,9781452163307,BK,180
202008,9781452150147,BK,180
202102,9780811807180,BK,180
202110,9781452156378,BK,180
202206,9780811877572,FT,180
202202,9780811822176,FT,180
202211,9781452145167,BK,180
202504,9781452129167,BK,180
202003,9781452173313,BK,180
202003,9780811875608,BK,180
202407,9781452138916,BK,180
202503,9781452183039,FT,181
202406,9780811863551,BK,181
202005,9781452153186,BK,181
202211,9780811863537,BK,181
202210,9781452107554,BK,181
202506,9781452154787,FT,181
202506,9781452102245,BK,181
202201,9781452179568,FT,181
202103,9781452168678,FT,181
202206,9781452184609,BK,181
202305,9781452174921,BK,181
202012,9781452179650,FT,181
202304,9781452176390,FT,181
202506,9781452152103,BK,181
202409,9781452154787,FT,181
202310,9780811848480,BK,181
202307,9781452165110,FT,181
202407,9781616897857,BK,181
202310,9780811871075,BK,181
202002,9780811864831,BK,181
202201,9780811852562,FT,181
202105,9781452144832,BK,181
202306,9781452138107,BK,181
202012,9781452161358,BK,181
202210,9780811811217,BK,181
202407,9781452139883,BK,181
202407,9781452156590,BK,181
202306,9781452144832,BK,181
202102,9780811848480,BK,181
202402,9781452101859,FT,181
202304,9781452164755,BK,181
202504,9780811869591,FT,181
202103,9780811857826,BK,181
202310,9781452159768,FT,181
202104,9781452164731,BK,181
202404,9780811864794,BK,181
202407,9780811864794,BK,181
202305,9781452159768,FT,181
202503,9781452140193,BK,181
202309,9780811869591,FT,181
202104,9781452165981,FT,181
202007,9781452149219,FT,181
202009,9781452102108,FT,181
202506,9780811855051,BK,181
202406,9781616895778,BK,181
202504,9781452140032,BK,181
202104,9781452167763,BK,181
202207,9781452165981,FT,181
202005,9780811852364,BK,181
202309,9781452158228,BK,181
202302,9781452129167,BK,181
202209,9781452150147,BK,182
202001,9780811823319,BK,182
202201,9781452176390,FT,182
202506,9780811875141,BK,182
202302,9781452125329,BK,182
202501,9781452131481,BK,182
202308,9781616894696,BK,182
202402,9781452182216,BK,182
202503,9781452173771,FT,182
202303,9781452145808,FT,182
202101,9781452127842,FT,182
202506,9781452166254,BK,182
202402,9781452184821,BK,182
202409,9781452160641,FT,182
202506,9781452170145,BK,182
202406,9781452155845,BK,182
202307,9781452172736,FT,182
202506,9781452114415,BK,182
202505,9780811829885,BK,182
202401,9781452167275,FT,182
202409,9780811869591,FT,182
202102,9781452142173,FT,182
202303,9781452101286,BK,182
202210,9781452154374,FT,182
202011,9780811836036,BK,182
202506,9780811857826,BK,182
202205,9780811852562,FT,182
202406,9781452136004,BK,182
202310,9781452136004,BK,182
202110,9780811856454,BK,182
202404,9781452133508,BK,182
202010,9781452180724,FT,182
202006,9781452171234,FT,182
202211,9781452129174,BK,182
202410,9781452114323,FT,182
202406,9781616893590,FT,182
202005,9781452110066,BK,182
202504,9781452107554,BK,182
202501,9781452114415,BK,182
202501,9781452106977,BK,182
202404,9781587170003,BK,182
202307,9781452149202,FT,183
202506,9781452159270,BK,183
202104,9781452174136,BK,183
202504,9781452159430,FT,183
202312,9781452176840,FT,183
202407,9781452163420,BK,183
202204,9781452151779,FT,183
202310,9781452102986,BK,183
202211,9780811852432,BK,183
202503,9781452154435,BK,183
202004,9781452180069,FT,183
202109,9780811856454,BK,183
202408,9780811868341,FT,183
202301,9780811834155,BK,183
202402,9780811875424,BK,183
202405,9780811866422,BK,183
202304,9781452168654,FT,183
202002,9781452162478,FT,183
202308,9781616896027,BK,183
202405,9781452173184,BK,183
202410,9781452174426,FT,183
202309,9781616894696,BK,183
202301,9781452144382,BK,183
202104,9781452131498,BK,183
202410,9781452139142,FT,183
202107,9781452128801,BK,183
202007,9781452159430,FT,183
202406,9781452133508,BK,183
202306,9780811852432,BK,183
202107,9781452164755,BK,183
202501,9781452129167,BK,183
202108,9781452158419,BK,183
202009,9781452125787,BK,183
202409,9781452163420,BK,183
202208,9780811869591,FT,183
202009,9781452179551,FT,183
202406,9780811848480,BK,183
202402,9780811868341,FT,183
202001,9781452163307,BK,183
202002,9781452139142,FT,183
202502,9781452149578,FT,183
202204,9781452142555,BK,183
202407,9781452175225,BK,183
202005,9781452107554,BK,183
202401,9781452145556,BK,183
202205,9781452175225,BK,183
202004,9781452136004,BK,183
202108,9781452180397,FT,183
202309,9781616896010,FT,183
202406,9781452164908,FT,183
202109,9781452184609,BK,183
202411,9780811839167,BK,183
202303,9781452136219,BK,183
202506,9781452167329,FT,184
202006,9781452178752,FT,184
202402,9781452173771,FT,184
202403,9781452170152,FT,184
202009,9781452152103,BK,184
202303,9781452135366,BK,184
202306,9780811877886,FT,184
202503,9781452169958,FT,184
202311,9781452149196,FT,184
202308,9781452180960,BK,184
202205,9781452158693,FT,184
202409,9781452149226,FT,184
202012,9780811863711,FT,184
202504,9780811875554,BK,184
202107,9780811807180,BK,184
202505,9781452155067,FT,184
202309,9781452145051,FT,184
202103,9781452164731,BK,184
202008,9781452180397,FT,184
202003,9781452174136,BK,184
202401,9781452149783,FT,184
202401,9781452117324,BK,184
202309,9781452167275,FT,184
202501,9781452117270,BK,184
202308,9780811864831,BK,184
202006,9781452155951,BK,184
202008,9780811810968,FT,184
202009,9781452172743,FT,184
202505,9781452117270,BK,184
202402,9781616893590,FT,184
202310,9780811839143,BK,184
202209,9780811848480,BK,184
202211,9780811856454,BK,184
202208,9781452181929,BK,184
202107,9781452174136,BK,184
202203,9780811877572,FT,184
202505,9781452167763,BK,184
202205,9781452126500,BK,184
202307,9781452145174,BK,184
202506,9781797201184,BK,184
202212,9780811852432,BK,184
202408,9781452174136,BK,184
202402,9780811876971,FT,184
202303,9781452137384,FT,184
202211,9781452141992,BK,184
202502,9780811864817,BK,184
202302,9781452167275,FT,184
202505,9780811848480,BK,184
202303,9781452127842,FT,184
202009,9781452180397,FT,184
202208,9780811859240,BK,184
202005,9780811870542,BK,184
202302,9780811877572,FT,184
202010,9780811852432,BK,184
202301,9781452170152,FT,184
202404,9781452148991,BK,184
202103,9781452149486,FT,184
202409,9781452167312,FT,184
202501,9781452128801,BK,184
202208,9781452128801,BK,184
202209,9781452176840,FT,184
202408,9781452183039,FT,184
202305,9780811877572,FT,185
202401,9781452153186,BK,185
202209,9781452156453,BK,185
202005,9781452163468,FT,185
202311,9781452142685,BK,185
202305,9780811830904,BK,185
202103,9781452114323,FT,185
202412,9781452162478,FT,185
202102,9781452170787,BK,185
202210,9781452106960,BK,185
202104,9780811879422,BK,185
202408,9780811863711,FT,185
202412,9780811877572,FT,185
202112,9781452159270,BK,185
202012,9780811876971,FT,185
202306,9780811855181,BK,185
202102,9780811856751,FT,185
202008,9781452106960,BK,185
202008,9781452167329,FT,185
202401,9781452169101,BK,185
202005,9780811856454,BK,185
202405,9781452168869,BK,185
202103,9781452126500,BK,185
202402,9781452112336,BK,185
202406,9781452183039,FT,185
202201,9781452158419,BK,185
202103,9781452156910,BK,185
202410,9781452165110,FT,185
202112,9780811807180,BK,185
202207,9781452139142,FT,185
202004,9780811855181,BK,185
202005,9781452131498,BK,185
202409,9781452153179,BK,185
202502,9781452164731,BK,185
202401,9781616897161,BK,185
202412,9781452145174,BK,185
202501,9780811866095,BK,185
202207,9781452131498,BK,185
202208,9781452180960,BK,185
202410,9780811834155,BK,185
202001,9780811834155,BK,185
202412,9781452142685,BK,185
202309,9780811864831,BK,185
202008,9780811875424,BK,185
202405,9781452174563,BK,185
202408,9781452101286,BK,185
202111,9781452175546,FT,185
202505,9780811867887,BK,185
202506,9781452145174,BK,185
202108,9781452155951,BK,185
202009,9781452174617,BK,185
202311,9780811848480,BK,186
202305,9781452161341,BK,186
202309,9780811868341,FT,186
202205,9781452139883,BK,186
202404,9781452106199,BK,186
202112,9781452172903,FT,186
202408,9781452139142,FT,186
202412,9781452174921,BK,186
202307,9781452155951,BK,186
202502,9781452166469,BK,186
202503,9781452159492,FT,186
202004,9781452155579,FT,186
202406,9781452128245,BK,186
202505,9781452158808,FT,186
202009,9781452158358,FT,186
202203,9781452139883,BK,186
202110,9781452160641,FT,186
202309,9781616897147,FT,186
202308,9780811869591,FT,186
202412,9781452167275,FT,186
202502,9781616897161,BK,186
202303,9780811869591,FT,186
202412,9780811855181,BK,186
202211,9781452150147,BK,186
202201,9781452133553,BK,186
202012,9780811830904,BK,186
202402,9781452142685,BK,186
202405,9781452128801,BK,186
202106,9780811874953,BK,186
202102,9781452149486,FT,186
202305,9780811856454,BK,186
202504,9781452148724,FT,186
202310,9780811863711,FT,186
202007,9781452102511,BK,186
202304,9780811870542,BK,186
202005,9781452129136,BK,186
