PERIOD,ISBN,PT,qty
202103,9781452164953,FT,454
202112,9781452112503,BK,454
202403,9781452145167,BK,454
202310,9781452161563,BK,454
202212,9780811865425,BK,454
202504,9781452129174,BK,454
202505,9781452155821,BK,454
202205,9781452181714,BK,454
202210,9780811864831,BK,455
202309,9781452179698,FT,455
202405,9781452175867,BK,455
202108,9781587170003,BK,455
202206,9781452173313,BK,455
202211,9781452173283,FT,455
202202,9781452178912,BK,455
202505,9781616896713,FT,455
202204,9781452149226,FT,455
202410,9780811875141,BK,455
202309,9781616896713,FT,455
202304,9781452162812,BK,455
202210,9781452174136,BK,455
202410,9781452154374,FT,455
202205,9781452177083,FT,455
202207,9781452175867,BK,456
202407,9781452149219,FT,456
202205,9781452164731,BK,456
202408,9781452142319,BK,456
202503,9781452106311,BK,456
202306,9781452170442,BK,456
202307,9780811863711,FT,456
202210,9780811875424,BK,456
202006,9781452154794,FT,456
202501,9781452155821,BK,456
202505,9781452164915,FT,456
202308,9781452102214,BK,456
202101,9781452170145,BK,456
202409,9781452151991,BK,456
202003,9781452127132,BK,456
202302,9781452172576,FT,456
202405,9780811821322,BK,456
202307,9781452149219,FT,457
202209,9781452179797,BK,457
202008,9781452167916,BK,457
202011,9781452154787,FT,457
202204,9781452107813,BK,457
202002,9781452170145,BK,457
202504,9781452154435,BK,457
202506,9780811851534,FT,457
202506,9781452112503,BK,457
202407,9781452155845,BK,457
202404,9781452174945,BK,457
202401,9781452145754,FT,457
202202,9781452111902,BK,457
202111,9781452158808,FT,457
202504,9781452153933,BK,457
202307,9781452119366,BK,457
202212,9781452149783,FT,457
202109,9781452102214,BK,458
202303,9781452112428,BK,458
202303,9781452154787,FT,458
202011,9781452114309,BK,458
202107,9781452173474,BK,458
202005,9781452106557,BK,458
202110,9781452172637,BK,458
202506,9781452117324,BK,458
202003,9781452148724,FT,458
202106,9781452166254,BK,458
202207,9781452173313,BK,458
202107,9780811810968,FT,458
202308,9780811877886,FT,458
202408,9780811871457,FT,458
202101,9781452161358,BK,458
202203,9781452174921,BK,458
202207,9781452155579,FT,458
202302,9780811863551,BK,458
202201,9781452131474,BK,458
202408,9780811856751,FT,458
202303,9781452149486,FT,458
202009,9781452167329,FT,458
202206,9780811876445,FT,459
202102,9781452176390,FT,459
202506,9781452131566,BK,459
202101,9781452158419,BK,459
202501,9781452155067,FT,459
202404,9781452117270,BK,459
202402,9781452127750,BK,459
202503,9781452170787,BK,459
202002,9781452141992,BK,459
202306,9781452153216,BK,459
202406,9781452113845,BK,459
202312,9781452162478,FT,459
202209,9780811834155,BK,459
202204,9781452171548,FT,459
202502,9781452163512,BK,459
202503,9781452140032,BK,459
202312,9781452128719,BK,459
202102,9781452153209,BK,459
202106,9781452181714,BK,459
202107,9781452164731,BK,459
202009,9781452165981,FT,459
202408,9781452101248,BK,459
202012,9781452172521,FT,459
202308,9781452142173,FT,460
202206,9781452180045,FT,460
202009,9781452100555,FT,460
202309,9781452159768,FT,460
202410,9781452153216,BK,460
202104,9781452181714,BK,460
202211,9781452166469,BK,460
202210,9781452129013,BK,460
202211,9781452169323,BK,460
202209,9781452168654,FT,460
202205,9781452174464,BK,460
202412,9781452156125,BK,460
202304,9781452108193,FT,460
202008,9780811859240,BK,460
202502,9781452153162,BK,461
202005,9781452133508,BK,461
202201,9781452137339,BK,461
202306,9781452164786,FT,461
202212,9781452133553,BK,461
202204,9781452172545,BK,461
202009,9781452165974,FT,461
202103,9781452142685,BK,461
202006,9781452156590,BK,461
202203,9781452125329,BK,461
202405,9780811824996,BK,461
202310,9781452176628,FT,461
202408,9781452117324,BK,461
202111,9781452172521,FT,461
202411,9781452168647,FT,461
202106,9781452170787,BK,461
202312,9781452107813,BK,461
202505,9781616897161,BK,462
202407,9781452163741,BK,462
202410,9780811876971,FT,462
202108,9781452170787,BK,462
202412,9781452129136,BK,462
202308,9781452159768,FT,462
202304,9781452111483,BK,462
202312,9781452176383,FT,462
202205,9780811859240,BK,462
202007,9780811856751,FT,462
202212,9781452175799,FT,462
202406,9781452144832,BK,462
202311,9781452178608,FT,462
202405,9781452107813,BK,462
202005,9781452142555,BK,462
202010,9781452156590,BK,462
202311,9781452180960,BK,462
202205,9781452119366,BK,462
202111,9781452182827,BK,462
202106,9781452163512,BK,463
202411,9781616893323,BK,463
202302,9781616895808,FT,463
202405,9780811877473,BK,463
202112,9781452152110,BK,463
202303,9781452101248,BK,463
202206,9780811871075,BK,463
202006,9781452180298,BK,463
202106,9781452172903,FT,463
202307,9781452144818,FT,463
202303,9781452175225,BK,463
202411,9781452181929,BK,463
202409,9781452152639,BK,463
202210,9781452167763,BK,463
202205,9781452142555,BK,463
202103,9781452159102,FT,463
202411,9780811877565,BK,463
202107,9781452160641,FT,463
202309,9781452172569,FT,463
202004,9781452161242,FT,463
202209,9781452125329,BK,463
202503,9781452175799,FT,463
202004,9781452177137,BK,463
202203,9780811875349,FT,464
202502,9781452136462,BK,464
202305,9780811824996,BK,464
202309,9781452164892,FT,464
202108,9781452128306,BK,464
202007,9780811852562,FT,464
202202,9781452174945,BK,464
202208,9781452171548,FT,464
202002,9781452145693,BK,464
202001,9781452140032,BK,464
202006,9781452155579,FT,464
202501,9781452145686,BK,464
202411,9780811866095,BK,464
202307,9781616893323,BK,464
202504,9781452153186,BK,464
202404,9781452153209,BK,464
202205,9781452142364,BK,464
202009,9780811876971,FT,465
202012,9781452162812,BK,465
202309,9781452112411,BK,465
202312,9781452136004,BK,465
202001,9781452106311,BK,465
202011,9781452154794,FT,465
202406,9780811822909,BK,465
202102,9781452156101,BK,465
202311,9781452172743,FT,465
202307,9781452142678,FT,465
202302,9781452102214,BK,465
202310,9781452165974,FT,465
202302,9781452164786,FT,465
202002,9780811874700,FT,465
202402,9780811864817,BK,465
202412,9781616896805,FT,465
202212,9781452161365,BK,465
202204,9780811855181,BK,465
202301,9781452163468,FT,465
202102,9781452170770,BK,465
202012,9781452114309,BK,465
202304,9781452153216,BK,465
202107,9781452125329,BK,465
202001,9781452145686,BK,466
202505,9781452140032,BK,466
202001,9781452175225,BK,466
202007,9781452159102,FT,466
202504,9781452107813,BK,466
202212,9780811824996,BK,466
202408,9781452179568,FT,466
202404,9780811859240,BK,466
202203,9781452156590,BK,466
202007,9781452151991,BK,466
202111,9781452119038,BK,466
202205,9781452127750,BK,466
202412,9781452179568,FT,466
202010,9780811875554,BK,466
202001,9781452154787,FT,466
202104,9781452172637,BK,466
202305,9781452145051,FT,466
202101,9781452153179,BK,466
202106,9781452173283,FT,466
202203,9781452141251,BK,466
202208,9781452170787,BK,466
202112,9781452126500,BK,466
202107,9781452177083,FT,466
202412,9781452169347,FT,467
202003,9781452164892,FT,467
202406,9781452164892,FT,467
202412,9781452142906,BK,467
202210,9781452111483,BK,467
202110,9781452179568,FT,467
202009,9781452159218,FT,467
202502,9781452101859,FT,467
202208,9780811852258,BK,467
202408,9781452154374,FT,467
202505,9781452170756,BK,467
202406,9781452140193,BK,467
202304,9781452168494,FT,467
202106,9781452172521,FT,468
202203,9781452164731,BK,468
202403,9781452163512,BK,468
202205,9781452132600,BK,468
202101,9780811876971,FT,468
202007,9781452167916,BK,468
202411,9781452141244,BK,468
202307,9781452164366,BK,468
202408,9781452175799,FT,468
202107,9781452108124,BK,468
202303,9781452106977,BK,468
202302,9781452152110,BK,468
202506,9781452167664,BK,468
202301,9781452155951,BK,468
202003,9781452164915,FT,468
202501,9781452180069,FT,468
202309,9781452117119,FT,468
202212,9781452169323,BK,468
202101,9780811839143,BK,468
202101,9781452168647,FT,468
202301,9781452140032,BK,468
202012,9781452165981,FT,468
202207,9780811871075,BK,468
202307,9781452178738,BK,469
202501,9781452174945,BK,469
202410,9781452102368,BK,469
202105,9781452179599,FT,469
202112,9781452158358,FT,469
202206,9781452128092,BK,469
202203,9781452169460,BK,469
202308,9781452154374,FT,469
202001,9780811864817,BK,469
202005,9781452117249,BK,469
202506,9781452111483,BK,469
202504,9781452101859,FT,469
202204,9781452140100,BK,469
202104,9781452171241,FT,469
202308,9780811856751,FT,469
202206,9781452149226,FT,469
202302,9780811879101,BK,469
202109,9781452145556,BK,470
202009,9781452172583,FT,470
202003,9781452167237,BK,470
202104,9781452161563,BK,470
202408,9781452112503,BK,470
202403,9781452136462,BK,470
202010,9781452184609,BK,470
202312,9780811865845,BK,470
202501,9780811852364,BK,470
202210,9781452180397,FT,470
202301,9781452107813,BK,471
202401,9781452102368,BK,471
202303,9781452142364,BK,471
202410,9781452179636,FT,471
202105,9780811876971,FT,471
202006,9781452170770,BK,471
202312,9781452154435,BK,471
202302,9781452180045,FT,471
202212,9780811870542,BK,471
202408,9781452181714,BK,471
202112,9781452131474,BK,471
202408,9781452102368,BK,471
202112,9781452164786,FT,471
202212,9780811834155,BK,471
202307,9781452148724,FT,471
202403,9781452159256,BK,471
202410,9781452144382,BK,471
202003,9781452110738,BK,471
202010,9780811874908,FT,471
202206,9781452107813,BK,471
202207,9781452171548,FT,472
202506,9781452169347,FT,472
202103,9781452175225,BK,472
202407,9781452153186,BK,472
202405,9781452181950,FT,472
202405,9780811852364,BK,472
202006,9781452141251,BK,472
202103,9781452142364,BK,472
202208,9781452177083,FT,472
202304,9781452144382,BK,472
202202,9781452149783,FT,472
202506,9781452178738,BK,472
202202,9780811879101,BK,472
202103,9781452179599,FT,472
202504,9780811876445,FT,472
202310,9781452162799,FT,472
202112,9780811863537,BK,473
202003,9781452149226,FT,473
202010,9781452163864,FT,473
202104,9781452166469,BK,473
202505,9781452102511,BK,473
202409,9781452174617,BK,473
202007,9781452138916,BK,473
202302,9781452181714,BK,473
202206,9781452106977,BK,473
202007,9781452166131,BK,473
202306,9781452128719,BK,473
202112,9781452172569,FT,473
202501,9781452102108,FT,473
202203,9781452101248,BK,473
202107,9781452112336,BK,473
202409,9781452172583,FT,473
202309,9781452172637,BK,473
202003,9780811821322,BK,473
202407,9781452178738,BK,473
202108,9781452169323,BK,473
202406,9781452102368,BK,473
202312,9781452154787,FT,473
202410,9781452153933,BK,473
202503,9781452142364,BK,473
202208,9781452117263,BK,473
202210,9781452153216,BK,474
202310,9781452110875,BK,474
202007,9781452148724,FT,474
202406,9781452151755,BK,474
202312,9781452108162,BK,474
202109,9781452102276,BK,474
202204,9781452109206,BK,474
202301,9781452170794,BK,474
202501,9781452165974,FT,474
202205,9781452152110,BK,474
202301,9780811852364,BK,474
202312,9781452129136,BK,474
202302,9781452101859,FT,474
202203,9781452164786,FT,474
202311,9781452153216,BK,474
202412,9781452118949,BK,474
202008,9781452161242,FT,474
202010,9781452164441,FT,474
202011,9781452156101,BK,474
202207,9781452161242,FT,474
202406,9781452163741,BK,474
202007,9781452179933,BK,474
202402,9781452164953,FT,474
202002,9781452167244,FT,475
202201,9780811856454,BK,475
202009,9780811877541,FT,475
202009,9781452176703,FT,475
202305,9781452102368,BK,475
202401,9781452163864,FT,475
202212,9781452168920,BK,475
202211,9781452135366,BK,475
202201,9781452118697,BK,475
202410,9781452176383,FT,475
202305,9781452169323,BK,475
202301,9781452167916,BK,475
202203,9781452178738,BK,475
202109,9781452165981,FT,475
202401,9781452183015,FT,475
202501,9780811868655,BK,475
202309,9781452117270,BK,475
202207,9781452167466,FT,475
202402,9781452178738,BK,475
202103,9781452173801,BK,475
202101,9781452152110,BK,475
202502,9781452102245,BK,475
202408,9780811874953,BK,475
202006,9781452161228,FT,476
202307,9781452181950,FT,476
202404,9781452156125,BK,476
202008,9781452154794,FT,476
202411,9780811878319,BK,476
202406,9781452172521,FT,476
202005,9781452180397,FT,476
202304,9781452112497,BK,476
202309,9781452153933,BK,476
202007,9781452181721,BK,476
202308,9781452183022,FT,476
202108,9781452151991,BK,476
202305,9781452172637,BK,476
202401,9781452144818,FT,476
202309,9781452132600,BK,476
202310,9781452114323,FT,476
202502,9781452153216,BK,476
202007,9781452112503,BK,476
202401,9781452106311,BK,476
202010,9780811868846,FT,476
202301,9781452141244,BK,476
202407,9781452164892,FT,476
202501,9780811821315,BK,477
202103,9781452141237,BK,477
202111,9781452180960,BK,477
202301,9781452162478,FT,477
202505,9781452142678,FT,477
202501,9781452172514,FT,477
202102,9781452118697,BK,477
202401,9781452138732,FT,477
202409,9781452174136,BK,477
202308,9781452180069,FT,477
202001,9781452168920,BK,477
202203,9781452154794,FT,477
202502,9781452170787,BK,477
202304,9781452127750,BK,477
202004,9781452174563,BK,477
202102,9781452175546,FT,477
202204,9780811863537,BK,477
202408,9781452142173,FT,477
202503,9781452164151,BK,478
202301,9781452117270,BK,478
202004,9780811864794,BK,478
202008,9781452141237,BK,478
202006,9781452169507,BK,478
202412,9781452173771,FT,478
202002,9781452153209,BK,478
202310,9781452156590,BK,478
202005,9781452179551,FT,478
202503,9781452153216,BK,478
202404,9781452179551,FT,478
202005,9781452117270,BK,478
202002,9781452117324,BK,478
202310,9781452141244,BK,478
202210,9780811847018,BK,478
202011,9781452107813,BK,478
202408,9780811847018,BK,478
202001,9781452149226,FT,478
202203,9781452161358,BK,479
202006,9781452117249,BK,479
202505,9781452102108,FT,479
202402,9781452144382,BK,479
202402,9781452170442,BK,479
202402,9780811847742,BK,479
202103,9781452149783,FT,479
202302,9781452131498,BK,479
202505,9781452112428,BK,479
202303,9781452162799,FT,479
202204,9781452142678,FT,479
202307,9781452164786,FT,479
202012,9781452184609,BK,479
202411,9781452102368,BK,479
202006,9781452112510,BK,479
202201,9781452174921,BK,479
202407,9781452119366,BK,479
202506,9780811877473,BK,479
202106,9781452155821,BK,479
202005,9781452183039,FT,479
202006,9781452129174,BK,479
202202,9781452152110,BK,479
202202,9780811834155,BK,479
202210,9781452171548,FT,479
202207,9781452163765,BK,479
202104,9781797201184,BK,480
202105,9780811876834,BK,480
202410,9781452166131,BK,480
202401,9781452112497,BK,480
202210,9781452168494,FT,480
202209,9781452108162,BK,480
202302,9781616898946,FT,480
202109,9781452141978,BK,480
202009,9781452133218,BK,480
202205,9781452174426,FT,480
202506,9781452131474,BK,480
202410,9781452111483,BK,480
202505,9781452136004,BK,480
202201,9780811859240,BK,480
202502,9781452173764,FT,480
202505,9780811847018,BK,480
202311,9781452175799,FT,480
202404,9780811876667,BK,480
202307,9781452128245,BK,480
202202,9781452158358,FT,480
202401,9781452169958,FT,480
202211,9781452163765,BK,480
202409,9780811836036,BK,480
202011,9781452112503,BK,481
202308,9781452112411,BK,481
202006,9780811873406,BK,481
202309,9780811852258,BK,481
202002,9780811868570,BK,481
202406,9781452169507,BK,481
202202,9781452171241,FT,481
202209,9781452161341,BK,481
202208,9781452153933,BK,481
202206,9781452170442,BK,481
202010,9781452166131,BK,481
202202,9781452172545,BK,481
202408,9781452106311,BK,481
202008,9781452106311,BK,481
202206,9780811876834,BK,481
202104,9780811821322,BK,481
202010,9781452168920,BK,481
202406,9781452172583,FT,481
202204,9781452160641,FT,481
202504,9781452118697,BK,481
202207,9781452136004,BK,482
202105,9781452155579,FT,482
202002,9781452112503,BK,482
202202,9780811864831,BK,482
202408,9781452159782,FT,482
202312,9781452165073,BK,482
202012,9781452156590,BK,482
202404,9781452165981,FT,482
202112,9781452149578,FT,482
202012,9781452155951,BK,482
202501,9781452118697,BK,482
202002,9781452126500,BK,482
202007,9781452106977,BK,482
202309,9781452140032,BK,482
202005,9781452154770,BK,482
202202,9780811848480,BK,482
202311,9781452145556,BK,482
202404,9781452170787,BK,482
202406,9781452149219,FT,482
202405,9781452111902,BK,482
202207,9781452169323,BK,482
202308,9781452144818,FT,482
202207,9781452128245,BK,483
202308,9781452168494,FT,483
202203,9781452168920,BK,483
202104,9781452167237,BK,483
202111,9781452119366,BK,483
202312,9781452171548,FT,483
202401,9781452163741,BK,483
202108,9781452141244,BK,483
202310,9781452173313,BK,483
202001,9781452145167,BK,483
202104,9781452175546,FT,483
202503,9781452164892,FT,483
202305,9781452172569,FT,483
202301,9781452108193,FT,483
202410,9781452184609,BK,483
202408,9780811865432,BK,483
202205,9780811876667,BK,483
202404,9781452168494,FT,483
202112,9780811857826,BK,483
202304,9781452170756,BK,483
202501,9781452142906,BK,484
202504,9781452173771,FT,484
202410,9781452163468,FT,484
202007,9781452135366,BK,484
202009,9780811824996,BK,484
202411,9781452145426,BK,484
202012,9781452169323,BK,484
202301,9781452168869,BK,484
202306,9780811871457,FT,484
202405,9781452179568,FT,484
202302,9781452117249,BK,484
202310,9781452166131,BK,484
202011,9780811868570,BK,484
202301,9781452163741,BK,484
202505,9780811877473,BK,484
202304,9781452108162,BK,484
202008,9781452138732,FT,484
202210,9781452163468,FT,484
202404,9780811839167,BK,484
202203,9781452183022,FT,484
202405,9781452163468,FT,484
202008,9781452168869,BK,484
202107,9781452102214,BK,484
202501,9781452175225,BK,484
202010,9781452138732,FT,484
202505,9781452149578,FT,484
202412,9781452163468,FT,484
202109,9781452178912,BK,484
202406,9781452176390,FT,484
202306,9781452153209,BK,484
202103,9781452181714,BK,484
202111,9781452102214,BK,485
202203,9781452178912,BK,485
202303,9781452182216,BK,485
202203,9781452145693,BK,485
202304,9781452109206,BK,485
202303,9780811824996,BK,485
202305,9781452144382,BK,485
202409,9781452172736,FT,485
202001,9780811866422,BK,485
202307,9781452180397,FT,485
202406,9781452179568,FT,485
202309,9780811859240,BK,485
202210,9781452117249,BK,485
202310,9781452112411,BK,485
202107,9781452149783,FT,485
202403,9781452102368,BK,485
202403,9781452153186,BK,485
202210,9781452149578,FT,485
202209,9780811859240,BK,486
202212,9780811821315,BK,486
202301,9780811852258,BK,486
202108,9781452131481,BK,486
202407,9780811868952,FT,486
202501,9781452164441,FT,486
202008,9781452183015,FT,486
202404,9781452102368,BK,486
202011,9781452179599,FT,486
202107,9781452164908,FT,486
202010,9780811878319,BK,486
202103,9781452152004,BK,486
202409,9781452170343,BK,486
202211,9781452141978,BK,486
202212,9781452136219,BK,486
202504,9781452131481,BK,486
202009,9781452156590,BK,486
202411,9781452140032,BK,486
202011,9780811874700,FT,486
202003,9781452140032,BK,486
202411,9780811850742,FT,486
202302,9781452118697,BK,486
202304,9781452181714,BK,486
202006,9781452176703,FT,486
202412,9781452172514,FT,486
202301,9781452142319,BK,486
202205,9780811878319,BK,486
202505,9781452134345,FT,486
202109,9781452155579,FT,487
202101,9781452128092,BK,487
202405,9780811855181,BK,487
202506,9780811865845,BK,487
202206,9781452110745,BK,487
202201,9781452142173,FT,487
202003,9781452172514,FT,487
202307,9780811864831,BK,487
202108,9781452172637,BK,487
202206,9781452163741,BK,487
202307,9781452144382,BK,487
202105,9781452163765,BK,487
202407,9780811874953,BK,487
202108,9781452174921,BK,487
202109,9780811855181,BK,487
202407,9781452112336,BK,487
202309,9781452181721,BK,487
202207,9781452162812,BK,487
202207,9781452173900,BK,487
202306,9781797201184,BK,487
202410,9780811821322,BK,487
202202,9781452107813,BK,487
202005,9781452175867,BK,488
202304,9781452169101,BK,488
202005,9781452164755,BK,488
202207,9781452172897,BK,488
202310,9781616897123,BK,488
202501,9780811864817,BK,488
202307,9781452153216,BK,488
202206,9781452159768,FT,488
202307,9781452128306,BK,488
202008,9781452165974,FT,488
202301,9781452153933,BK,488
202203,9781452102245,BK,488
202109,9781452163710,FT,488
202109,9781452165974,FT,488
202208,9781452137353,BK,488
202412,9781616897161,BK,488
202101,9781452165141,BK,488
202003,9781452145693,BK,488
202303,9780811822909,BK,488
202402,9781616893996,BK,488
202409,9781452165073,BK,488
202105,9781452170756,BK,488
202204,9781452183022,FT,489
202011,9780811879101,BK,489
202011,9781452176628,FT,489
202411,9780811865845,BK,489
202407,9781452165073,BK,489
202305,9781616898946,FT,489
202202,9780811877558,FT,489
202108,9781452102214,BK,489
202008,9781452164953,FT,489
202108,9781452112503,BK,489
202108,9781452154787,FT,489
202008,9781452163468,FT,489
202505,9781452180397,FT,489
202411,9781452148724,FT,489
202203,9781452113845,BK,489
202404,9781452101248,BK,489
202403,9781452181714,BK,489
202311,9781452158419,BK,489
202202,9781452156590,BK,489
202306,9781452169101,BK,489
202307,9781452153209,BK,489
202110,9781452145167,BK,489
202212,9781452151991,BK,489
202405,9781452153216,BK,489
202103,9781452163741,BK,489
202206,9781452172514,FT,489
202001,9781452148724,FT,489
202404,9781452179636,FT,489
202110,9781452145280,BK,490
202312,9780811877473,BK,490
202502,9781452164885,FT,490
202011,9781452140193,BK,490
202401,9780811868846,FT,490
202312,9781452128306,BK,490
202206,9781452170787,BK,490
202004,9781452163468,FT,490
202006,9781452170817,BK,490
202409,9781616893590,FT,490
202101,9781452156910,BK,490
202301,9781452164908,FT,490
202412,9781452141978,BK,490
202303,9781452102368,BK,490
202009,9781452155845,BK,490
202411,9780811868570,BK,490
202103,9781452176390,FT,490
202209,9781452144832,BK,490
202102,9781452128801,BK,490
202305,9781452117249,BK,490
202412,9781452155388,FT,491
202403,9781452164885,FT,491
202309,9781616893996,BK,491
202502,9780811876445,FT,491
202201,9781452111483,BK,491
202306,9781452175867,BK,491
202009,9781452184821,BK,491
202404,9780811856751,FT,491
202211,9780811875608,BK,491
202107,9781452132600,BK,491
202409,9781452170787,BK,491
202206,9781452151991,BK,491
202101,9781452149783,FT,491
202009,9781452178608,FT,491
202305,9781452137339,BK,491
202401,9780811868655,BK,491
202307,9780811824996,BK,491
202312,9781452128092,BK,491
202108,9781452140193,BK,491
202303,9781452128245,BK,491
202108,9781452172903,FT,491
202504,9780811856751,FT,492
202211,9781452158419,BK,492
202211,9780811852258,BK,492
202008,9781452175546,FT,492
202212,9781452107813,BK,492
202207,9781452158808,FT,492
202312,9781452181929,BK,492
202209,9781452165974,FT,492
202311,9781452128719,BK,492
202002,9781452160641,FT,492
202305,9781452163765,BK,492
202501,9781452174617,BK,492
202101,9781452164786,FT,492
202503,9781452125374,FT,492
202503,9781452152004,BK,492
202402,9781452176703,FT,492
202009,9781452163864,FT,492
202302,9781452173900,BK,492
202204,9781452161242,FT,492
202009,9780811810968,FT,493
202502,9780811873444,BK,493
202204,9781452181950,FT,493
202206,9781452177083,FT,493
202309,9781452172521,FT,493
202210,9781452108124,BK,493
202403,9780811856454,BK,493
202312,9781452142319,BK,493
202202,9781452171388,FT,493
202407,9781452164885,FT,493
202002,9781452136462,BK,493
202009,9781452145693,BK,493
202309,9781452151991,BK,493
202107,9781452167916,BK,493
202501,9781452128245,BK,493
202402,9781452163864,FT,493
202403,9781616896805,FT,493
202206,9781452102511,BK,493
202212,9781452173900,BK,493
202402,9781452140193,BK,493
202407,9781452164441,FT,493
202310,9781452138107,BK,493
202302,9781452168678,FT,493
202302,9781452180724,FT,493
202012,9781452155067,FT,493
202102,9781452156118,BK,493
202103,9781452163512,BK,494
202306,9781452118949,BK,494
202303,9781452179551,FT,494
202112,9780811871457,FT,494
202408,9780811859240,BK,494
202401,9780811873444,BK,494
202201,9781452170794,BK,494
202302,9781452128306,BK,494
202506,9781452149219,FT,494
202102,9781452110585,BK,494
202010,9781452170145,BK,494
202302,9781452164892,FT,494
202008,9781452110875,BK,494
202012,9781452153179,BK,494
202501,9781452141978,BK,494
202403,9781452179568,FT,494
202108,9781452125787,BK,494
202503,9780811876445,FT,494
202405,9781452111483,BK,494
202108,9781452137384,FT,494
202310,9781452102214,BK,494
202503,9781452174945,BK,494
202101,9781452138916,BK,494
202205,9781452129013,BK,494
202106,9781452112336,BK,494
202012,9781452151991,BK,494
202107,9780811855181,BK,495
202101,9781452128801,BK,495
202103,9781452163864,FT,495
202307,9781452118697,BK,495
202103,9781452102511,BK,495
202210,9781452125329,BK,495
202410,9780811864831,BK,495
202207,9781452149226,FT,495
202304,9781452165974,FT,495
202209,9781452169101,BK,495
202208,9781452142173,FT,495
202111,9781452107813,BK,495
202109,9781452161242,FT,495
202212,9781452117270,BK,495
202003,9780811876650,BK,495
202107,9781452172576,FT,495
202210,9781452110875,BK,495
202402,9781452180724,FT,495
202001,9781452162812,BK,495
202203,9781452117263,BK,495
202404,9780811865845,BK,496
202102,9781452149219,FT,496
202205,9781452170442,BK,496
202209,9780811868846,FT,496
202205,9781452172576,FT,496
202002,9780811852562,FT,496
202212,9781452152110,BK,496
202012,9781452149783,FT,496
202006,9781452163420,BK,496
202207,9781452145426,BK,496
202203,9781452155067,FT,496
202003,9781452169323,BK,496
202002,9781452154749,BK,496
202412,9781452153216,BK,496
202107,9781452161365,BK,496
202212,9780811852562,FT,496
202008,9780811864954,BK,496
202209,9781452167312,FT,496
202406,9781452167916,BK,496
202405,9781452145556,BK,496
202410,9781452117119,FT,496
202311,9781452179797,BK,497
202211,9781452165981,FT,497
202411,9781452105444,FT,497
202104,9781452153162,BK,497
202204,9781452162799,FT,497
202304,9781452149196,FT,497
202406,9781452137339,BK,497
202110,9781452159768,FT,497
202109,9780811865845,BK,497
202007,9781452128306,BK,497
202212,9781452137339,BK,497
202305,9781452111483,BK,497
202211,9780811864817,BK,497
202106,9781452167275,FT,498
202409,9781452140032,BK,498
202208,9781452153186,BK,498
202012,9781452118949,BK,498
202112,9781452183039,FT,498
202201,9780811857710,BK,498
202208,9781452153209,BK,498
202504,9781452142364,BK,498
202111,9781452152639,BK,498
202406,9781452142173,FT,498
202208,9781452108124,BK,498
202108,9780811877565,BK,498
202202,9781452144382,BK,498
202111,9781452180724,FT,498
202306,9781452180069,FT,498
202301,9781452141978,BK,498
202204,9780811848480,BK,498
202403,9781452149226,FT,498
202010,9781452167916,BK,498
202107,9781452181950,FT,498
202105,9781452167466,FT,498
202108,9781452107813,BK,498
202204,9781452163710,FT,498
202306,9780811876667,BK,498
202112,9781452105444,FT,498
202209,9781452101248,BK,498
202309,9781452152004,BK,499
202210,9781452133218,BK,499
202201,9781452108162,BK,499
202209,9781452149578,FT,499
202106,9780811864817,BK,499
202506,9781452179568,FT,499
202311,9781452171548,FT,499
202109,9781452156590,BK,499
202302,9781452150185,BK,499
202309,9780811876650,BK,499
202311,9781452149578,FT,499
202112,9781452145280,BK,499
202205,9780811876834,BK,499
202010,9781452155845,BK,499
202011,9781452166131,BK,499
202304,9781452106977,BK,500
202208,9780811821315,BK,500
202410,9780811821315,BK,500
202201,9780811876667,BK,500
202106,9781452145556,BK,500
202403,9781452117249,BK,500
202506,9781452176628,FT,500
202011,9781452101286,BK,500
202310,9780811822909,BK,500
202311,9781452128245,BK,500
202010,9781452171234,FT,500
202010,9781452169347,FT,500
202005,9780811852562,FT,500
202009,9781452156125,BK,500
202312,9780811875554,BK,500
202010,9780811877886,FT,500
202110,9781452166254,BK,500
202410,9781452149226,FT,501
202302,9781452113845,BK,501
202111,9781452156590,BK,501
202303,9781452163765,BK,501
202104,9781452173184,BK,501
202311,9780811821315,BK,501
202505,9781452178738,BK,501
202009,9780811875424,BK,501
202201,9781452128092,BK,501
202205,9781452117249,BK,501
202412,9780811847742,BK,501
202306,9781452135366,BK,501
202103,9781452114309,BK,502
202501,9781616897123,BK,502
202301,9781452174921,BK,502
202105,9781452145167,BK,502
202112,9781452168401,BK,502
202203,9781452168494,FT,502
202209,9781452113845,BK,502
202102,9781452105444,FT,502
202205,9781452159102,FT,502
202106,9781452163758,BK,502
202011,9781452182216,BK,502
202307,9781452170442,BK,502
202401,9780811847742,BK,502
202208,9781452141244,BK,502
202306,9781452145174,BK,502
202212,9781452162812,BK,502
202102,9781452142319,BK,502
202108,9781452158358,FT,502
202201,9781452106977,BK,503
202302,9781452163512,BK,503
202011,9781452171548,FT,503
202502,9780811874953,BK,503
202304,9781452137391,FT,503
202008,9781452156101,BK,503
202305,9781452155821,BK,503
202404,9780811878319,BK,503
202412,9781452168401,BK,503
202012,9781452182674,FT,503
202308,9781452173184,BK,503
202107,9781452166469,BK,503
202411,9781452149578,FT,503
202011,9781452183039,FT,503
202012,9780811855181,BK,503
202405,9781452170343,BK,503
202312,9781452166131,BK,503
202211,9781452163734,BK,503
202506,9781452168616,FT,503
